Format Version,1.22,Take Name,CS2T_tran_003,Capture Frame Rate,240.000000,Export Frame Rate,60.000000,Capture Start Time,2021-04-03 11.50.52.549 AM,Total Frames in Take,1300,Total Exported Frames,326,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
149,2.483333,-1.589502,56.378029,-9.037103,-10.327264,168.358719,-21.557667,-0.353194,0.106090,0.181366,-2.645006,156.763428,175.580460,178.058975,-44.331478,-0.003375,18.023394,14.027015,-19.189375,-8.733609,170.586533,-26.199230,18.144667,15.475821,-22.548542,-12.531159,170.750046,-20.215488,-82.040543,100.992950,179.955200,17.888197,15.671189,-15.929514,-14.551558,169.604843,-15.878111,78.710350,211.677124,176.012772,18.052990,10.951781,-19.088833,-5.493219,162.496170,-23.944029,79.944450,102.164841,179.651260,-80.182800,210.735031,176.998978,22.848911,169.841522,-28.119368,10.082200,174.842148,-21.394747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2.500000,-1.584129,56.379639,-9.053517,-10.325612,168.358475,-21.555380,-0.353084,0.106088,0.181077,-2.645102,156.763809,175.581970,178.059738,-44.330818,-0.009100,18.022945,14.027044,-19.188885,-8.731533,170.585449,-26.197147,18.143702,15.475714,-22.547934,-12.529935,170.750275,-20.213301,-82.040916,100.993988,179.955475,17.887943,15.671255,-15.928815,-14.549197,169.606323,-15.876174,78.710533,211.677124,176.014374,18.053114,10.952128,-19.088661,-5.492262,162.494553,-23.941050,79.943611,102.165031,179.651550,-80.182907,210.735870,177.001297,22.851835,169.839813,-28.118233,10.084822,174.840561,-21.394148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2.516667,-1.574938,56.385551,-9.075285,-10.323669,168.357819,-21.552906,-0.354382,0.105276,0.181318,-2.645488,156.763062,175.579071,178.072144,-44.338192,0.003750,18.022655,14.026870,-19.188387,-8.729865,170.583771,-26.195005,18.143520,15.475993,-22.547350,-12.527326,170.750549,-20.211237,-82.040741,100.991928,179.955292,17.888298,15.670877,-15.928221,-14.546503,169.607498,-15.873396,78.709915,211.676712,176.011398,18.051765,10.951437,-19.088358,-5.491523,162.492279,-23.938200,79.944603,102.164169,179.651642,-80.184921,210.736252,176.995056,22.854549,169.834686,-28.116871,10.086542,174.837967,-21.393543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2.533333,-1.578393,56.396427,-9.083858,-10.322392,168.356750,-21.548628,-0.353404,0.104223,0.181088,-2.644578,156.763153,175.581329,178.073456,-44.333031,0.004937,18.022745,14.027244,-19.188179,-8.729297,170.581894,-26.191530,18.143951,15.476431,-22.547371,-12.526068,170.750275,-20.207298,-82.039108,100.993370,179.952148,17.888378,15.671450,-15.927754,-14.543694,169.607574,-15.868449,78.711006,211.676483,176.016098,18.051735,10.951713,-19.088182,-5.491024,162.489899,-23.933395,79.943382,102.165092,179.652023,-80.182823,210.735992,176.996429,22.854671,169.830750,-28.118595,10.088257,174.836044,-21.394739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2.550000,-1.574161,56.406521,-9.097918,-10.321953,168.357224,-21.543524,-0.353934,0.104619,0.180796,-2.644825,156.762802,175.581116,178.061142,-44.330631,-0.004176,18.022972,14.027625,-19.188330,-8.728804,170.581436,-26.186874,18.144211,15.476531,-22.547359,-12.525691,170.751022,-20.202192,-82.040459,100.994003,179.952103,17.887980,15.671902,-15.928396,-14.542152,169.609604,-15.862310,78.711060,211.675720,176.014801,18.052452,10.952236,-19.087996,-5.491690,162.489548,-23.928854,79.943504,102.163742,179.653687,-80.183083,210.735489,176.998398,22.853230,169.825439,-28.121731,10.089380,174.833466,-21.396673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.338901,58.706985,-14.603409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2.566667,-1.564685,56.421810,-9.112165,-10.321707,168.358612,-21.538200,-0.353603,0.105474,0.181541,-2.645446,156.763580,175.581421,178.062759,-44.332596,-0.000342,18.023726,14.028159,-19.188993,-8.729382,170.582443,-26.182070,18.145041,15.477079,-22.548033,-12.525360,170.753098,-20.196516,-82.040581,100.992844,179.956055,17.889191,15.672755,-15.929055,-14.539869,169.611679,-15.855956,78.709732,211.677551,176.014191,18.052778,10.952492,-19.088661,-5.492763,162.489914,-23.924408,79.944260,102.164520,179.653122,-80.184067,210.735565,176.997955,22.849550,169.820404,-28.126404,10.089117,174.831055,-21.396490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2.583333,-1.564693,56.437698,-9.111456,-10.320978,168.359665,-21.533737,-0.352828,0.105391,0.181303,-2.644819,156.762985,175.582474,178.059082,-44.334938,0.002892,18.023283,14.028109,-19.189449,-8.730020,170.584000,-26.178261,18.144707,15.476875,-22.548716,-12.524544,170.754196,-20.191732,-82.039818,100.992798,179.955582,17.888186,15.672347,-15.929766,-14.537353,169.612625,-15.850121,78.710587,211.676605,176.016113,18.052628,10.952873,-19.088621,-5.492579,162.490509,-23.920944,79.944107,102.164635,179.652222,-80.183098,210.735184,176.999710,22.847420,169.817276,-28.130999,10.091027,174.829834,-21.398125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2.600000,-1.558064,56.448692,-9.117959,-10.319921,168.360947,-21.530308,-0.352634,0.104754,0.181248,-2.644513,156.763199,175.581604,178.052399,-44.339539,-0.007817,18.023443,14.029177,-19.189825,-8.729373,170.585052,-26.174870,18.144083,15.477726,-22.549147,-12.523755,170.755417,-20.187346,-82.039177,100.993256,179.952835,17.889172,15.674061,-15.929906,-14.534649,169.614319,-15.846401,78.710953,211.676743,176.016327,18.052721,10.953464,-19.089212,-5.492455,162.491714,-23.918797,79.945114,102.163521,179.654404,-80.183220,210.735733,176.998474,22.847574,169.814636,-28.132477,10.092701,174.828384,-21.396971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2.616667,-1.521748,56.446762,-9.161103,-10.320332,168.361954,-21.525354,-0.350721,0.105663,0.180754,-2.643834,156.762878,175.582321,178.054413,-44.337017,-0.011191,18.021824,14.028970,-19.189617,-8.728934,170.586151,-26.170841,18.143082,15.478266,-22.548578,-12.522146,170.757599,-20.183292,-82.039665,100.993324,179.953049,17.887360,15.673605,-15.929790,-14.533709,169.615891,-15.842020,78.712112,211.675690,176.017609,18.050886,10.952890,-19.089233,-5.496948,162.490784,-23.911520,79.944450,102.165413,179.648636,-80.181938,210.735672,177.004395,22.849541,169.811813,-28.132811,10.094581,174.826401,-21.395626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.020614,62.358440,-6.989785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2.633333,-1.512677,56.454147,-9.167139,-10.318880,168.361435,-21.521286,-0.351067,0.106146,0.180866,-2.644467,156.762100,175.584824,178.053848,-44.336914,-0.020014,18.021736,14.030005,-19.188555,-8.728044,170.586182,-26.167160,18.142677,15.479514,-22.547428,-12.520668,170.757599,-20.179075,-82.041222,100.992050,179.957153,17.887188,15.674416,-15.928464,-14.531154,169.614929,-15.837211,78.711380,211.675079,176.019104,18.051016,10.953787,-19.088522,-5.496075,162.489670,-23.907965,79.944878,102.162552,179.654022,-80.182579,210.734482,177.007309,22.850277,169.806976,-28.130310,10.096269,174.823959,-21.393961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2.650000,-1.496879,56.459053,-9.176229,-10.318071,168.360596,-21.517218,-0.354667,0.105123,0.181339,-2.645280,156.763428,175.578827,178.048416,-44.336323,-0.031012,18.021307,14.030519,-19.188242,-8.727051,170.585861,-26.162874,18.142033,15.480187,-22.547112,-12.520032,170.756836,-20.174891,-82.041397,100.992622,179.956467,17.886190,15.674466,-15.928139,-14.529196,169.613419,-15.832472,78.710098,211.677124,176.011078,18.051424,10.954690,-19.088211,-5.496396,162.488861,-23.904940,79.945213,102.164146,179.651505,-80.183411,210.735916,176.991150,22.849693,169.802200,-28.129705,10.096721,174.821991,-21.391317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2.666667,-1.486248,56.464897,-9.178572,-10.316483,168.359497,-21.513136,-0.354156,0.105666,0.181121,-2.645141,156.763367,175.581757,178.052048,-44.338425,-0.028323,18.021112,14.030097,-19.188000,-8.725891,170.585373,-26.159105,18.141600,15.479678,-22.546806,-12.518183,170.755951,-20.169744,-82.040146,100.992950,179.958099,17.886362,15.674150,-15.927790,-14.527658,169.611420,-15.827412,78.710449,211.676743,176.013733,18.051170,10.954293,-19.088142,-5.494633,162.487793,-23.902452,79.944023,102.165207,179.651123,-80.183548,210.736511,176.996201,22.850368,169.802002,-28.128826,10.098423,174.820953,-21.388834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2.683333,-1.467416,56.472874,-9.186414,-10.313896,168.358521,-21.509155,-0.353610,0.103899,0.180885,-2.644332,156.764160,175.582108,178.048019,-44.338074,-0.034280,18.020967,14.030251,-19.188095,-8.723560,170.585541,-26.155367,18.141491,15.479975,-22.546789,-12.515444,170.754929,-20.164972,-82.040680,100.992676,179.957031,17.886244,15.674439,-15.927971,-14.523851,169.609283,-15.822530,78.711456,211.677216,176.017136,18.050833,10.954022,-19.088310,-5.493120,162.486816,-23.899948,79.944489,102.165726,179.653976,-80.182602,210.738037,176.996689,22.854113,169.803925,-28.124512,10.100387,174.820953,-21.384569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2.700000,-1.455433,56.472290,-9.187090,-10.309951,168.358154,-21.505987,-0.354740,0.103924,0.180927,-2.645164,156.763168,175.582321,178.047470,-44.340454,-0.034174,18.020267,14.030462,-19.188108,-8.719749,170.585861,-26.151201,18.140352,15.479853,-22.546976,-12.511208,170.754303,-20.161533,-82.040733,100.994896,179.954605,17.885805,15.674798,-15.927835,-14.520271,169.607971,-15.819115,78.710587,211.676285,176.016220,18.050354,10.954484,-19.088305,-5.488987,162.487061,-23.898243,79.944084,102.164307,179.655746,-80.182831,210.735245,176.993896,22.859032,169.806274,-28.119957,10.104232,174.821121,-21.379358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2.716667,-1.436874,56.475914,-9.195226,-10.304834,168.358078,-21.502512,-0.353621,0.105858,0.180645,-2.644774,156.763916,175.581345,178.041779,-44.346146,-0.036786,18.020245,14.031371,-19.188046,-8.714723,170.586655,-26.147360,18.140327,15.480886,-22.546797,-12.505836,170.753723,-20.157257,-82.040703,100.994682,179.956604,17.886093,15.675929,-15.928072,-14.514089,169.607193,-15.815759,78.711281,211.676605,176.013580,18.050274,10.955235,-19.087999,-5.485156,162.487335,-23.895988,79.945175,102.163658,179.652924,-80.183197,210.737350,176.998413,22.864948,169.806198,-28.114542,10.110039,174.820831,-21.374352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2.733333,-1.415586,56.473331,-9.210010,-10.298612,168.360031,-21.498671,-0.352024,0.104994,0.180810,-2.644510,156.764877,175.582458,178.043533,-44.341969,-0.042983,18.018848,14.031011,-19.188248,-8.707771,170.589371,-26.143110,18.138704,15.480616,-22.547289,-12.499329,170.755325,-20.153624,-82.040146,100.994072,179.955215,17.884594,15.675455,-15.927675,-14.508216,169.609055,-15.811216,78.711365,211.677795,176.017441,18.048859,10.954593,-19.088587,-5.479582,162.488953,-23.892954,79.944115,102.166222,179.651886,-80.183556,210.738754,177.001877,22.872116,169.805252,-28.108105,10.117206,174.819077,-21.367025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2.750000,-1.419116,56.478394,-9.192335,-10.290719,168.363693,-21.496944,-0.353869,0.104784,0.180608,-2.644804,156.764191,175.581436,178.039017,-44.349182,-0.046350,18.018946,14.032093,-19.188404,-8.700994,170.592911,-26.138926,18.138561,15.481770,-22.546946,-12.491950,170.758240,-20.150629,-82.040855,100.993370,179.956863,17.884693,15.676364,-15.928416,-14.501638,169.612259,-15.808826,78.711273,211.676834,176.014954,18.049297,10.955873,-19.088610,-5.468819,162.494064,-23.895582,79.944473,102.164169,179.654602,-80.183762,210.738617,176.998657,22.878160,169.801910,-28.103819,10.125720,174.817688,-21.361641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.467379,59.054668,-13.535772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2.766667,-1.455039,56.483784,-9.153142,-10.284229,168.369263,-21.492849,-0.351369,0.105208,0.180754,-2.643814,156.765152,175.581619,178.035858,-44.341549,-0.053402,18.018133,14.032438,-19.188530,-8.694133,170.597595,-26.134714,18.138206,15.482369,-22.547073,-12.486040,170.761871,-20.146292,-82.039200,100.993553,179.956238,17.883821,15.677071,-15.928361,-14.494938,169.616745,-15.803927,78.712135,211.677979,176.016922,18.048080,10.955559,-19.088936,-5.462249,162.503693,-23.892773,79.944191,102.166451,179.649109,-80.182442,210.739304,176.999863,22.883308,169.795990,-28.101444,10.134332,174.815552,-21.356794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2.783333,-1.429616,56.485989,-9.174589,-10.278551,168.373016,-21.488329,-0.354190,0.105610,0.180869,-2.644111,156.763535,175.582642,178.031403,-44.347923,-0.057036,18.018400,14.033424,-19.188019,-8.688549,170.602036,-26.129890,18.137962,15.483208,-22.546762,-12.479461,170.765549,-20.141638,-82.039482,100.993835,179.956741,17.883930,15.677765,-15.927839,-14.489492,169.621017,-15.798605,78.711716,211.676544,176.014664,18.048941,10.956957,-19.088226,-5.457160,162.506241,-23.889408,79.944687,102.164375,179.654648,-80.181992,210.736511,177.000046,22.888140,169.791275,-28.101248,10.141518,174.813141,-21.354300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2.800000,-1.404987,56.490192,-9.199974,-10.273305,168.376236,-21.484234,-0.352158,0.105110,0.181099,-2.644129,156.764404,175.584229,178.028763,-44.347843,-0.062303,18.018297,14.033912,-19.187855,-8.683253,170.605392,-26.125929,18.137619,15.483621,-22.546595,-12.473565,170.768768,-20.136461,-82.039940,100.994431,179.957321,17.884413,15.678811,-15.927504,-14.482935,169.625137,-15.795380,78.711472,211.677734,176.018921,18.048498,10.956926,-19.088280,-5.453949,162.508469,-23.885532,79.944542,102.166008,179.652740,-80.181763,210.736465,177.000397,22.891493,169.786331,-28.103962,10.148299,174.810822,-21.352751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2.816667,-1.384639,56.499615,-9.218917,-10.268245,168.378403,-21.480812,-0.352122,0.104964,0.180669,-2.643503,156.764191,175.582794,178.027618,-44.347454,-0.055192,18.018503,14.035074,-19.188517,-8.678789,170.607986,-26.123222,18.137772,15.484230,-22.547564,-12.467559,170.771423,-20.132196,-82.039207,100.994232,179.954269,17.884762,15.680337,-15.928250,-14.477026,169.627502,-15.791124,78.712524,211.676910,176.017731,18.048658,10.958332,-19.088558,-5.450068,162.509491,-23.883018,79.944679,102.165749,179.651932,-80.181976,210.737854,177.002121,22.894962,169.782288,-28.106386,10.154753,174.808640,-21.351770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2.833333,-1.362583,56.503990,-9.240424,-10.262770,168.380127,-21.478870,-0.353273,0.104879,0.180933,-2.643647,156.764572,175.581345,178.017136,-44.346107,-0.062383,18.018251,14.034885,-19.188879,-8.672983,170.609741,-26.121679,18.137688,15.483901,-22.547760,-12.461489,170.773666,-20.129728,-82.038223,100.995659,179.951385,17.883688,15.679916,-15.929097,-14.470831,169.629425,-15.788782,78.712120,211.677673,176.015289,18.049137,10.958591,-19.088551,-5.446265,162.510483,-23.881615,79.943756,102.166115,179.652267,-80.182266,210.736938,177.000702,22.900040,169.777863,-28.107178,10.161309,174.805679,-21.351257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2.850000,-1.351027,56.500282,-9.254234,-10.257022,168.381363,-21.479153,-0.353709,0.104729,0.180870,-2.644030,156.763474,175.582581,178.010605,-44.342472,-0.068814,18.018705,14.035519,-19.189322,-8.666257,170.610931,-26.121939,18.138004,15.484249,-22.548237,-12.455840,170.774506,-20.129898,-82.039955,100.993774,179.956100,17.884176,15.680981,-15.929553,-14.465211,169.631607,-15.789307,78.711777,211.676483,176.016327,18.049692,10.959071,-19.088964,-5.441196,162.511200,-23.881765,79.944260,102.165749,179.652496,-80.182076,210.736252,176.997726,22.906900,169.773804,-28.105253,10.168344,174.803726,-21.351021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2.866667,-1.330988,56.495461,-9.278051,-10.250577,168.382172,-21.480637,-0.354148,0.104947,0.180997,-2.643842,156.763657,175.582199,178.011398,-44.342987,-0.063559,18.017670,14.034913,-19.190008,-8.658722,170.611893,-26.124149,18.137524,15.483896,-22.549000,-12.448433,170.775909,-20.132223,-82.040329,100.992493,179.958267,17.883072,15.680374,-15.930353,-14.459369,169.632813,-15.790105,78.711868,211.676880,176.015213,18.048185,10.958211,-19.089458,-5.436178,162.510818,-23.882221,79.944267,102.166298,179.651825,-80.181328,210.736511,176.996658,22.914610,169.771149,-28.103218,10.176232,174.801331,-21.350801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2.883333,-1.307929,56.481873,-9.309418,-10.244882,168.382187,-21.482092,-0.355611,0.104936,0.181345,-2.644625,156.762573,175.581314,177.994446,-44.349541,-0.073466,18.016090,14.033963,-19.190857,-8.650808,170.611328,-26.125547,18.136553,15.483432,-22.549339,-12.442796,170.776230,-20.134274,-82.038834,100.993881,179.955383,17.879589,15.678033,-15.932570,-14.454047,169.634460,-15.792865,78.710739,211.676270,176.012939,18.048531,10.958758,-19.089235,-5.432258,162.509567,-23.882002,79.944160,102.164398,179.653168,-80.182823,210.734314,176.993317,22.922939,169.764801,-28.099251,10.183057,174.798721,-21.351988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2.900000,-1.301401,56.476578,-9.327047,-10.239360,168.381668,-21.482546,-0.353924,0.103191,0.180949,-2.643420,156.764252,175.580734,178.003494,-44.354424,-0.076032,18.017025,14.034849,-19.190292,-8.644865,170.609314,-26.126036,18.135559,15.483507,-22.549311,-12.436646,170.777206,-20.134947,-82.038864,100.995567,179.949783,17.882837,15.680242,-15.930593,-14.449322,169.635117,-15.794057,78.712296,211.677414,176.016449,18.048626,10.958716,-19.089745,-5.427071,162.507843,-23.881388,79.944260,102.166512,179.653076,-80.181122,210.736252,176.994675,22.928625,169.755615,-28.096672,10.188595,174.795441,-21.352440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2.916667,-1.294846,56.479542,-9.334682,-10.235904,168.380081,-21.481174,-0.352379,0.104437,0.180938,-2.644005,156.763199,175.582977,178.011642,-44.353230,-0.068995,18.016964,14.034906,-19.189310,-8.641126,170.607971,-26.124987,18.135876,15.483895,-22.548229,-12.433164,170.775299,-20.133728,-82.039520,100.994049,179.952927,17.883173,15.680424,-15.929445,-14.445290,169.633911,-15.792108,78.711761,211.676315,176.018417,18.047670,10.958179,-19.089035,-5.424450,162.505920,-23.880110,79.944595,102.164604,179.653839,-80.182060,210.735504,177.000763,22.931810,169.748428,-28.098001,10.193034,174.792847,-21.353704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2.933333,-1.287403,56.483700,-9.345040,-10.234106,168.378479,-21.478922,-0.353281,0.104634,0.180557,-2.642999,156.762894,175.585129,178.025162,-44.349327,-0.068197,18.017307,14.035109,-19.187799,-8.639817,170.605988,-26.122683,18.136505,15.484908,-22.546396,-12.430346,170.774139,-20.131605,-82.039261,100.994194,179.955643,17.883072,15.679657,-15.927601,-14.443172,169.632675,-15.789742,78.713135,211.675476,176.019424,18.048189,10.958579,-19.088169,-5.423453,162.503876,-23.877924,79.943710,102.166115,179.653687,-80.180634,210.735291,177.004379,22.933283,169.746765,-28.101900,10.195049,174.790329,-21.355061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.906095,62.419300,-6.958398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2.950000,-1.291815,56.494549,-9.332019,-10.233779,168.376724,-21.476036,-0.354787,0.104898,0.180839,-2.644345,156.762436,175.581818,178.027161,-44.352371,-0.070477,18.016035,14.034250,-19.186813,-8.640328,170.604782,-26.119724,18.134674,15.483980,-22.545429,-12.430737,170.771500,-20.127197,-82.039352,100.993263,179.955261,17.882105,15.678772,-15.926383,-14.441675,169.630249,-15.786391,78.711510,211.675400,176.014282,18.046774,10.957484,-19.087444,-5.422806,162.503113,-23.877155,79.943832,102.163719,179.653687,-80.182220,210.735199,176.996445,22.932608,169.745117,-28.108395,10.195107,174.787521,-21.356359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2.966667,-1.279721,56.506935,-9.330205,-10.234151,168.375687,-21.473665,-0.354796,0.105155,0.181511,-2.644396,156.763641,175.581528,178.023117,-44.346821,-0.079704,18.015112,14.033763,-19.186796,-8.641746,170.604645,-26.116943,18.133535,15.483332,-22.545532,-12.430720,170.770142,-20.123629,-82.038933,100.993752,179.955368,17.880407,15.677878,-15.926205,-14.441093,169.627884,-15.782892,78.710815,211.677582,176.013626,18.046968,10.957710,-19.087484,-5.423420,162.502792,-23.877419,79.943642,102.166428,179.651550,-80.182289,210.735184,176.995514,22.928633,169.743240,-28.113562,10.195076,174.786179,-21.356678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2.983333,-1.271153,56.509903,-9.319068,-10.235179,168.375824,-21.472178,-0.355592,0.105998,0.181445,-2.645371,156.762939,175.582596,178.020798,-44.354801,-0.082378,18.014032,14.033537,-19.187418,-8.643147,170.606537,-26.114761,18.132618,15.483729,-22.546104,-12.432227,170.769394,-20.121347,-82.041039,100.993263,179.959015,17.880211,15.678091,-15.926832,-14.441839,169.626038,-15.780658,78.709900,211.676758,176.012726,18.044897,10.956402,-19.088140,-5.423910,162.504150,-23.878162,79.942833,102.165413,179.653168,-80.182426,210.733627,176.997208,22.925798,169.741913,-28.115168,10.194658,174.786240,-21.355402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,3.000000,-1.259000,56.509361,-9.314454,-10.235015,168.376663,-21.472815,-0.356408,0.105049,0.181349,-2.645454,156.762787,175.581284,178.016998,-44.349964,-0.089033,18.013630,14.033940,-19.187431,-8.643161,170.609238,-26.115414,18.131901,15.483727,-22.545910,-12.431801,170.769699,-20.121618,-82.039680,100.993301,179.958588,17.879131,15.678199,-15.926981,-14.441246,169.624634,-15.781248,78.709915,211.676498,176.011978,18.045666,10.957703,-19.088169,-5.424198,162.505798,-23.879311,79.942322,102.166428,179.650070,-80.182732,210.734604,176.989731,22.926498,169.747223,-28.113937,10.193588,174.787491,-21.352465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,3.016667,-1.251015,56.497532,-9.310625,-10.234438,168.376801,-21.475353,-0.355955,0.105291,0.181596,-2.645146,156.762817,175.581497,178.025101,-44.355053,-0.084282,18.013775,14.034420,-19.186287,-8.642078,170.610291,-26.117125,18.132040,15.484646,-22.544617,-12.431625,170.769806,-20.123554,-82.039040,100.992226,179.958923,17.879747,15.678513,-15.925705,-14.442335,169.623703,-15.784597,78.709999,211.676880,176.012283,18.045198,10.957773,-19.087339,-5.422112,162.506195,-23.882437,79.944473,102.164055,179.654510,-80.183426,210.735245,176.991745,22.929476,169.756393,-28.107605,10.193093,174.790146,-21.349236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
