Format Version,1.22,Take Name,CS2T_tran_003,Capture Frame Rate,240.000000,Export Frame Rate,60.000000,Capture Start Time,2021-04-03 11.50.52.549 AM,Total Frames in Take,1300,Total Exported Frames,326,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
70,1.166667,-1.369211,56.737087,-8.970410,-10.338777,168.408401,-21.456003,-0.354762,0.104832,0.181122,-2.644755,156.763214,175.581848,177.998550,-44.367443,-0.026263,18.023561,14.033646,-19.194809,-8.773101,170.660904,-26.098013,18.144447,15.481822,-22.554134,-12.538369,170.789474,-20.087120,-82.040085,100.994110,179.954117,17.888296,15.678763,-15.937421,-14.525045,169.625916,-15.745342,78.710823,211.676605,176.014435,18.054029,10.958444,-19.091421,-5.518951,162.560181,-23.899927,79.945198,102.163483,179.657562,-80.183754,210.735565,176.998688,22.793972,169.932419,-28.222364,10.069222,174.893402,-21.388527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1.183333,-1.378540,56.739502,-8.988296,-10.340167,168.408234,-21.473761,-0.355067,0.104529,0.181061,-2.644657,156.764038,175.580856,177.986145,-44.365074,-0.024586,18.023420,14.033133,-19.197348,-8.773581,170.659058,-26.117399,18.144670,15.480688,-22.557039,-12.540761,170.790512,-20.106522,-82.040215,100.994110,179.954010,17.888149,15.679121,-15.940314,-14.524812,169.628433,-15.762991,78.710976,211.677338,176.013596,18.053570,10.957688,-19.093229,-5.521850,162.557785,-23.914549,79.944946,102.164734,179.656693,-80.184242,210.737091,176.998657,22.794495,169.922607,-28.235222,10.068824,174.888596,-21.407738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.200000,-1.402669,56.748749,-8.993875,-10.340771,168.407974,-21.489317,-0.355180,0.104845,0.180929,-2.644745,156.762695,175.583115,177.961807,-44.362759,-0.037533,18.021807,14.031705,-19.200512,-8.774638,170.656754,-26.134703,18.144220,15.479536,-22.559950,-12.541623,170.791718,-20.124006,-82.039574,100.994263,179.955170,17.884605,15.677130,-15.944758,-14.523660,169.630615,-15.777904,78.711021,211.675812,176.015289,18.053188,10.956970,-19.095224,-5.523434,162.555557,-23.927094,79.944763,102.163361,179.657654,-80.184296,210.735504,177.000290,22.794682,169.914978,-28.249767,10.066405,174.884857,-21.425810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1.216667,-1.401085,56.746681,-9.014880,-10.342269,168.406494,-21.503448,-0.355173,0.104303,0.180688,-2.644863,156.763535,175.582855,177.975403,-44.335335,-0.001641,18.021910,14.030554,-19.202574,-8.776070,170.653427,-26.149595,18.146294,15.477329,-22.562016,-12.541595,170.791397,-20.138401,-82.040451,100.994812,179.954666,17.883406,15.676278,-15.947501,-14.525718,169.631348,-15.792894,78.711128,211.676315,176.015793,18.052799,10.956772,-19.096596,-5.526035,162.552567,-23.939302,79.943489,102.164368,179.657562,-80.183723,210.736557,177.000137,22.792076,169.904785,-28.268316,10.066267,174.881332,-21.446344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1.233333,-1.430212,56.755898,-8.996825,-10.343185,168.405060,-21.516016,-0.354077,0.103925,0.180784,-2.644263,156.762466,175.584152,177.977142,-44.332989,0.004232,18.021406,14.030266,-19.204784,-8.778098,170.649399,-26.160816,18.146458,15.477262,-22.564066,-12.543209,170.789886,-20.150194,-82.039246,100.994194,179.953888,17.882444,15.675747,-15.950024,-14.527724,169.631973,-15.804988,78.711624,211.675354,176.018677,18.052124,10.956533,-19.098587,-5.524169,162.551788,-23.954439,79.944229,102.163994,179.657272,-80.183105,210.735275,177.000778,22.788769,169.897736,-28.287685,10.065220,174.878326,-21.465609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1.250000,-1.436947,56.770100,-9.003621,-10.345532,168.402832,-21.525949,-0.353969,0.104971,0.180908,-2.645221,156.762619,175.583145,177.939514,-44.386059,-0.040606,18.019493,14.029776,-19.206406,-8.782026,170.645706,-26.170912,18.140333,15.476219,-22.566132,-12.544476,170.788666,-20.160559,-82.041130,100.993027,179.955200,17.882847,15.675696,-15.951574,-14.528791,169.631210,-15.814251,78.710571,211.675690,176.016296,18.051897,10.955988,-19.099894,-5.527283,162.548645,-23.964432,79.943375,102.164291,179.655975,-80.183601,210.735229,177.002365,22.783648,169.890976,-28.308449,10.063875,174.875320,-21.484951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.266667,-1.446008,56.782635,-9.004364,-10.348823,168.401093,-21.534910,-0.354263,0.105894,0.181164,-2.646087,156.764236,175.580383,177.934906,-44.384415,-0.045314,18.018171,14.028374,-19.206745,-8.786247,170.643097,-26.180485,18.139400,15.475121,-22.566450,-12.547080,170.786697,-20.169336,-82.041183,100.995171,179.953934,17.881006,15.674027,-15.952082,-14.531136,169.630737,-15.822387,78.709465,211.677673,176.011948,18.050898,10.954705,-19.100037,-5.531272,162.546707,-23.973783,79.943375,102.164902,179.652740,-80.184990,210.736298,176.998993,22.778156,169.886719,-28.330807,10.063241,174.871597,-21.503496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1.283333,-1.445255,56.801151,-9.012307,-10.352519,168.399185,-21.544111,-0.355492,0.104931,0.181045,-2.645989,156.762909,175.581680,177.971558,-44.341663,-0.008583,18.019093,14.027522,-19.205893,-8.791609,170.640106,-26.190481,18.142834,15.474187,-22.565115,-12.549225,170.785522,-20.177565,-82.040771,100.995483,179.952713,17.880783,15.673163,-15.950934,-14.533366,169.629517,-15.830767,78.709671,211.676193,176.013428,18.050638,10.954109,-19.099981,-5.536349,162.544479,-23.983999,79.943344,102.164543,179.655640,-80.184952,210.734802,176.998322,22.771082,169.882721,-28.352673,10.060989,174.869415,-21.520573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.300000,-1.386967,56.813427,-9.075414,-10.356287,168.395798,-21.553303,-0.354027,0.104975,0.181152,-2.645628,156.763046,175.582092,177.948914,-44.379326,-0.047123,18.016396,14.026443,-19.205204,-8.796101,170.637680,-26.200115,18.137756,15.473978,-22.564463,-12.551663,170.783539,-20.186651,-82.039513,100.994255,179.952286,17.879148,15.671450,-15.950075,-14.535555,169.628433,-15.838593,78.709915,211.676453,176.015167,18.048977,10.952555,-19.099401,-5.542371,162.536270,-23.994013,79.942802,102.164734,179.653976,-80.185387,210.735748,177.001343,22.764692,169.880234,-28.371161,10.058438,174.866547,-21.535307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1.316667,-1.388946,56.823936,-9.078429,-10.358646,168.393631,-21.562832,-0.354977,0.104173,0.181201,-2.646092,156.763336,175.579910,177.961899,-44.378849,-0.048717,18.015913,14.025820,-19.203337,-8.799238,170.635086,-26.210531,18.136831,15.473817,-22.562637,-12.552862,170.781540,-20.195913,-82.040565,100.994286,179.951660,17.877779,15.669234,-15.947634,-14.537493,169.626648,-15.847099,78.709404,211.676834,176.013214,18.049734,10.953053,-19.098070,-5.545470,162.533920,-24.003876,79.943275,102.165222,179.653748,-80.185608,210.735992,176.994904,22.760542,169.878204,-28.387272,10.056866,174.865341,-21.548943,,,,,,,,,,,,,11.277241,51.943035,-9.952558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1.333333,-1.406882,56.832401,-9.064198,-10.360186,168.391220,-21.573154,-0.354775,0.104779,0.181130,-2.645607,156.762878,175.580673,177.981720,-44.373363,-0.049095,18.014730,14.024353,-19.201237,-8.801909,170.632233,-26.220861,18.136164,15.473755,-22.560076,-12.553965,170.778778,-20.207056,-82.040855,100.993240,179.953522,17.877028,15.667307,-15.944782,-14.537568,169.624069,-15.857231,78.709961,211.676270,176.013321,18.047600,10.950591,-19.097225,-5.547808,162.532471,-24.013720,79.943672,102.164223,179.654404,-80.184380,210.735443,176.997345,22.758665,169.874985,-28.401365,10.055148,174.863693,-21.561211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1.350000,-1.410981,56.836628,-9.065752,-10.361581,168.389816,-21.584551,-0.351278,0.104001,0.180645,-2.645097,156.764130,175.582245,177.994293,-44.370247,-0.051407,18.013283,14.023302,-19.199278,-8.803552,170.630310,-26.232302,18.134859,15.473546,-22.557652,-12.555295,170.777206,-20.218441,-82.041229,100.993744,179.952530,17.875301,15.665396,-15.942507,-14.538285,169.623459,-15.868723,78.710930,211.676819,176.019348,18.046259,10.949534,-19.096062,-5.549655,162.530930,-24.024984,79.943535,102.164162,179.655411,-80.183266,210.737442,177.001572,22.758654,169.875015,-28.413736,10.052822,174.862625,-21.573132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1.366667,-1.424615,56.834911,-9.052514,-10.361813,168.388229,-21.597246,-0.356554,0.104598,0.181352,-2.645576,156.763596,175.578781,178.009277,-44.367172,-0.043672,18.012833,14.022899,-19.197540,-8.803331,170.628448,-26.245853,18.134113,15.473106,-22.555845,-12.555936,170.775879,-20.230970,-82.040054,100.993988,179.953033,17.874666,15.664310,-15.940351,-14.539032,169.621048,-15.881025,78.709770,211.677307,176.009995,18.046179,10.949794,-19.094830,-5.549394,162.530197,-24.037329,79.943047,102.165199,179.653549,-80.184586,210.735947,176.993042,22.759048,169.873123,-28.425043,10.050290,174.861877,-21.584188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1.383333,-1.431281,56.825245,-9.053881,-10.362174,168.387329,-21.610720,-0.353373,0.103649,0.181106,-2.645488,156.764099,175.579041,178.006882,-44.367016,-0.053988,18.012148,14.022703,-19.196192,-8.802978,170.626770,-26.259375,18.132883,15.472828,-22.554190,-12.555660,170.775375,-20.245916,-82.040169,100.994095,179.949402,17.873775,15.663833,-15.939000,-14.539756,169.620331,-15.895534,78.710098,211.677460,176.014633,18.046602,10.950277,-19.093775,-5.550714,162.529572,-24.048409,79.941978,102.166794,179.649353,-80.183769,210.736847,176.993774,22.759983,169.868988,-28.433910,10.049170,174.861450,-21.594992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1.400000,-1.453876,56.821949,-9.040317,-10.361118,168.386002,-21.626423,-0.354858,0.104943,0.181246,-2.645820,156.763596,175.579590,178.018112,-44.358898,-0.049841,18.011505,14.022064,-19.195469,-8.801855,170.624954,-26.275501,18.133322,15.473228,-22.553379,-12.555319,170.774368,-20.263227,-82.041260,100.993095,179.954834,17.872530,15.662519,-15.937980,-14.538558,169.619064,-15.911234,78.709641,211.677139,176.011917,18.045406,10.949204,-19.093403,-5.549147,162.528214,-24.062092,79.942253,102.166809,179.649170,-80.183945,210.736053,176.994080,22.762915,169.866852,-28.440205,10.048834,174.861053,-21.605835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1.416667,-1.480512,56.810726,-9.020083,-10.359059,168.383713,-21.643303,-0.355102,0.103750,0.180938,-2.645805,156.763779,175.579575,178.011612,-44.356388,-0.054238,18.011669,14.022401,-19.195894,-8.798254,170.621475,-26.291498,18.133350,15.473190,-22.553989,-12.556780,170.772171,-20.280331,-82.040833,100.994453,179.951355,17.872709,15.663284,-15.938356,-14.537724,169.617661,-15.928864,78.709953,211.676926,176.013367,18.045334,10.949181,-19.093735,-5.543937,162.526260,-24.078766,79.940895,102.168289,179.648453,-80.184189,210.736725,176.993805,22.766985,169.867020,-28.444164,10.048903,174.860367,-21.616915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1.433333,-1.493618,56.792496,-9.017434,-10.357904,168.380249,-21.659918,-0.357628,0.103360,0.181329,-2.646785,156.763977,175.576019,178.010956,-44.346020,-0.051509,18.011671,14.022286,-19.196268,-8.794856,170.618057,-26.308664,18.133989,15.472905,-22.554361,-12.558411,170.768875,-20.298409,-82.041954,100.993134,179.951935,17.872307,15.663446,-15.938859,-14.536344,169.614868,-15.947324,78.708580,211.677689,176.007950,18.045258,10.949077,-19.094000,-5.542330,162.521820,-24.091530,79.940758,102.168808,179.648544,-80.185143,210.736771,176.985977,22.770771,169.866699,-28.450289,10.049396,174.860153,-21.628649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1.450000,-1.527533,56.784302,-9.005756,-10.356246,168.375473,-21.675184,-0.354456,0.104753,0.181747,-2.645976,156.763519,175.580536,177.999374,-44.348469,-0.053749,18.011818,14.022493,-19.196959,-8.792089,170.612198,-26.326046,18.133904,15.472489,-22.555250,-12.558021,170.764236,-20.314703,-82.039986,100.992874,179.953522,17.872763,15.664402,-15.939844,-14.535252,169.611725,-15.963322,78.708992,211.677795,176.013535,18.045530,10.949324,-19.094158,-5.540128,162.516434,-24.103001,79.941872,102.167221,179.650253,-80.184380,210.735077,176.995514,22.773222,169.865891,-28.459105,10.050215,174.859558,-21.641613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1.466667,-1.555177,56.773460,-8.994893,-10.355231,168.371170,-21.690195,-0.355327,0.104427,0.181612,-2.646426,156.764404,175.578690,177.993881,-44.347107,-0.059918,18.012142,14.022632,-19.197247,-8.790722,170.607132,-26.341784,18.134844,15.473190,-22.555561,-12.557011,170.759766,-20.331537,-82.040413,100.994507,179.952423,17.872807,15.664521,-15.940184,-14.534898,169.608688,-15.979540,78.708679,211.678482,176.011307,18.045507,10.948878,-19.094351,-5.538773,162.511826,-24.114281,79.941574,102.168396,179.648163,-80.184898,210.736252,176.990677,22.774315,169.863312,-28.468561,10.050748,174.858368,-21.656445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1.483333,-1.572379,56.750660,-8.999383,-10.355035,168.365891,-21.703842,-0.353234,0.104977,0.181559,-2.646667,156.763763,175.578613,177.999146,-44.348679,-0.055550,18.011440,14.022179,-19.197168,-8.789993,170.600235,-26.355350,18.133968,15.472703,-22.555391,-12.555999,170.755096,-20.346260,-82.041107,100.993454,179.951218,17.871609,15.663351,-15.940194,-14.537387,169.606003,-15.996533,78.708496,211.677765,176.012451,18.045263,10.949047,-19.094276,-5.537168,162.504959,-24.123678,79.941872,102.166458,179.647919,-80.185196,210.735535,176.993896,22.775389,169.859268,-28.478882,10.051712,174.855377,-21.672668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.500000,-1.595757,56.731251,-9.003214,-10.355241,168.361847,-21.716537,-0.355470,0.103894,0.181434,-2.645571,156.764679,175.577133,178.004684,-44.344063,-0.050798,18.011618,14.022385,-19.196783,-8.789102,170.594513,-26.368851,18.134537,15.473059,-22.554934,-12.555635,170.751114,-20.360840,-82.040604,100.994095,179.951355,17.871521,15.663329,-15.939784,-14.539168,169.604782,-16.011822,78.709686,211.678497,176.010376,18.045504,10.949491,-19.093981,-5.537446,162.499649,-24.131134,79.943260,102.166763,179.651215,-80.184555,210.737091,176.990692,22.774864,169.852798,-28.490044,10.051493,174.851944,-21.688370,,,,,,,,,,,,,,,,5.194116,58.645302,-14.758013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1.516667,-1.650043,56.729637,-8.966233,-10.353737,168.358673,-21.729836,-0.354328,0.104500,0.181377,-2.645498,156.763031,175.579376,178.007355,-44.340412,-0.058785,18.012119,14.022856,-19.195860,-8.788754,170.589432,-26.382900,18.135086,15.474029,-22.553844,-12.554412,170.747849,-20.373571,-82.040581,100.993286,179.951782,17.872295,15.663908,-15.938452,-14.541035,169.603378,-16.024899,78.709831,211.676758,176.012833,18.045649,10.949286,-19.093630,-5.531197,162.496765,-24.144194,79.943695,102.165222,179.651398,-80.184059,210.734985,176.994354,22.774012,169.845245,-28.500727,10.051886,174.849106,-21.703423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.533333,-1.683331,56.729649,-8.965256,-10.353320,168.356003,-21.739649,-0.351938,0.104813,0.181362,-2.644407,156.763809,175.581238,178.024612,-44.341167,-0.042938,18.014317,14.024416,-19.194321,-8.788255,170.584030,-26.393759,18.135872,15.474382,-22.552780,-12.553544,170.745682,-20.385399,-82.039986,100.993774,179.950378,17.876799,15.666965,-15.935844,-14.540579,169.603806,-16.035063,78.710938,211.677505,176.016556,18.046522,10.950179,-19.092897,-5.531318,162.493164,-24.150579,79.944206,102.166389,179.651215,-80.183205,210.735397,177.002686,22.775085,169.843979,-28.511667,10.051865,174.846390,-21.716675,,,,,,,,,,,,,,,,5.202482,58.638157,-14.728260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1.550000,-1.716177,56.736000,-8.960014,-10.352977,168.352356,-21.746580,-0.352805,0.104165,0.181012,-2.644890,156.763763,175.582367,178.030762,-44.341747,-0.036137,18.014374,14.024464,-19.193110,-8.787910,170.577866,-26.401865,18.136471,15.474895,-22.551331,-12.553470,170.742493,-20.393681,-82.041321,100.993011,179.955368,17.876921,15.666844,-15.934764,-14.540018,169.602829,-16.041161,78.710793,211.676971,176.017776,18.045984,10.949911,-19.091772,-5.530899,162.488876,-24.155750,79.944702,102.164528,179.655319,-80.183449,210.736633,176.999069,22.775610,169.842331,-28.523830,10.051897,174.841888,-21.728483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.566667,-1.742799,56.744583,-8.958044,-10.352650,168.348953,-21.752100,-0.354539,0.104849,0.181477,-2.645600,156.764954,175.578690,178.033752,-44.330341,-0.042152,18.014450,14.024151,-19.192051,-8.788131,170.572418,-26.408684,18.136608,15.474568,-22.550091,-12.552792,170.739395,-20.400063,-82.040558,100.993141,179.953857,17.876244,15.666130,-15.933484,-14.539030,169.601959,-16.046274,78.709648,211.678833,176.011475,18.046881,10.950147,-19.091120,-5.531062,162.484772,-24.159595,79.944023,102.165833,179.653030,-80.184540,210.738068,176.994797,22.773136,169.828949,-28.535748,10.051831,174.837433,-21.738199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1.583333,-1.757367,56.750938,-8.968678,-10.352503,168.347473,-21.754698,-0.355775,0.104048,0.181179,-2.645114,156.764175,175.578491,178.029465,-44.335125,-0.044516,18.014748,14.024048,-19.191936,-8.788177,170.568878,-26.412796,18.136141,15.473907,-22.550312,-12.552076,170.738876,-20.403088,-82.042084,100.992653,179.955246,17.876799,15.666206,-15.933196,-14.537965,169.602936,-16.049110,78.710403,211.677643,176.011215,18.047506,10.950290,-19.090858,-5.532163,162.481964,-24.159998,79.946014,102.164368,179.657608,-80.184082,210.737274,176.993286,22.770409,169.812180,-28.545179,10.051739,174.832047,-21.745829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1.600000,-1.770636,56.757187,-8.982754,-10.352481,168.346710,-21.754183,-0.354963,0.105071,0.181577,-2.645885,156.763458,175.579117,178.029297,-44.332912,-0.041403,18.015444,14.024298,-19.192137,-8.788074,170.565659,-26.413479,18.137587,15.474549,-22.550482,-12.551660,170.739563,-20.404343,-82.042030,100.991211,179.956650,17.877029,15.666220,-15.933630,-14.537518,169.604752,-16.047478,78.709251,211.677475,176.011169,18.047897,10.950356,-19.090826,-5.533057,162.479477,-24.157539,79.944199,102.165100,179.653168,-80.184601,210.735992,176.994644,22.770620,169.801788,-28.548735,10.053217,174.827850,-21.750158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1.616667,-1.778291,56.766094,-8.994348,-10.352002,168.347046,-21.752918,-0.355328,0.104823,0.181632,-2.645705,156.763748,175.578171,178.043228,-44.323582,-0.022901,18.016369,14.024742,-19.192190,-8.788373,170.564087,-26.412586,18.139080,15.474692,-22.550566,-12.550312,170.740524,-20.403168,-82.040062,100.992332,179.953354,17.878199,15.667030,-15.933505,-14.535880,169.607529,-16.046774,78.709396,211.677856,176.010208,18.048101,10.950820,-19.091045,-5.533804,162.478806,-24.155346,79.944344,102.165016,179.653305,-80.185524,210.736679,176.993759,22.770428,169.793503,-28.551411,10.055076,174.823486,-21.752647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1.633333,-1.775377,56.765369,-9.002493,-10.351068,168.347900,-21.750965,-0.354759,0.103289,0.181149,-2.644924,156.764145,175.578369,178.032227,-44.322948,-0.033610,18.016497,14.024791,-19.192329,-8.786854,170.564667,-26.411306,18.139380,15.474896,-22.550812,-12.549521,170.741348,-20.400805,-82.041725,100.991783,179.954437,17.878332,15.667498,-15.933712,-14.535200,169.609253,-16.044790,78.710617,211.677582,176.013153,18.047968,10.950189,-19.091034,-5.533067,162.479095,-24.153170,79.944588,102.165306,179.653885,-80.183472,210.737701,176.991119,22.769188,169.787506,-28.553629,10.056619,174.821075,-21.751537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1.650000,-1.752743,56.763931,-9.026064,-10.350415,168.349274,-21.748730,-0.355325,0.104309,0.181377,-2.645174,156.763321,175.579315,178.034180,-44.321075,-0.030942,18.016661,14.024758,-19.192091,-8.786251,170.565765,-26.408709,18.139414,15.474617,-22.550589,-12.547339,170.743881,-20.399174,-82.040398,100.991821,179.954315,17.877836,15.666901,-15.933585,-14.534661,169.610718,-16.042591,78.710136,211.677078,176.012100,18.048828,10.950941,-19.090672,-5.533811,162.479431,-24.150631,79.944458,102.165100,179.654648,-80.184418,210.736496,176.994507,22.772470,169.785828,-28.548399,10.059624,174.820709,-21.748495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.666667,-1.749124,56.755512,-9.022579,-10.348649,168.351151,-21.746572,-0.356062,0.103351,0.181237,-2.645816,156.764420,175.576157,178.034470,-44.319492,-0.034250,18.016191,14.024641,-19.192131,-8.784026,170.568268,-26.405844,18.138889,15.474571,-22.550600,-12.546362,170.746033,-20.397547,-82.041367,100.994041,179.949493,17.877480,15.666855,-15.933463,-14.533344,169.611542,-16.040928,78.709633,211.678009,176.009613,18.048399,10.950741,-19.090897,-5.531308,162.481384,-24.148172,79.943916,102.164909,179.654694,-80.185135,210.737228,176.989883,22.777319,169.788681,-28.537840,10.062206,174.821487,-21.741697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1.683333,-1.717376,56.737640,-9.045796,-10.347913,168.353455,-21.744431,-0.355009,0.104240,0.180963,-2.645946,156.763733,175.579041,178.030777,-44.321243,-0.036437,18.016453,14.024663,-19.192219,-8.781624,170.571762,-26.403385,18.139542,15.474972,-22.550722,-12.545263,170.748550,-20.395336,-82.041000,100.993858,179.951569,17.877424,15.666676,-15.933676,-14.534092,169.613403,-16.040075,78.709778,211.676910,176.012238,18.048557,10.950574,-19.090792,-5.531073,162.482803,-24.145142,79.943558,102.164459,179.654831,-80.185463,210.737320,176.995758,22.781538,169.794907,-28.527742,10.063720,174.822418,-21.733263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1.700000,-1.698890,56.721069,-9.053591,-10.348458,168.355164,-21.741442,-0.353491,0.104060,0.181032,-2.644809,156.764694,175.581207,178.039383,-44.329708,-0.016262,18.016624,14.024782,-19.192394,-8.780808,170.574341,-26.399221,18.139326,15.474441,-22.551165,-12.546537,170.750183,-20.391979,-82.040581,100.992653,179.955154,17.878958,15.667566,-15.933822,-14.536248,169.614456,-16.038460,78.710846,211.677963,176.016098,18.047813,10.950594,-19.090755,-5.530702,162.484329,-24.142260,79.943649,102.167450,179.652542,-80.184120,210.738876,176.998489,22.784409,169.797318,-28.514576,10.065001,174.823318,-21.725065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
