Format Version,1.22,Take Name,KB2T_tran_002,Capture Frame Rate,240.000000,Export Frame Rate,60.000000,Capture Start Time,2021-04-02 06.04.26.622 PM,Total Frames in Take,1439,Total Exported Frames,361,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
83,1.383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1.433333,5.439542,42.283272,-10.173414,-15.213513,161.135544,-7.576471,-0.352420,0.108853,0.182353,-2.644310,156.757172,175.580368,172.548508,16.293533,164.092621,19.111198,13.950881,-10.483998,-12.499182,163.784210,-11.445260,17.960371,11.450815,-12.872145,-17.643835,163.461105,-6.584003,-82.045380,100.977013,179.972153,21.104506,13.569967,-7.448386,-20.722986,161.903854,-2.926803,78.710159,211.672241,176.009491,18.299446,16.861000,-11.131337,-10.017676,155.387161,-9.324259,79.957207,102.148186,179.670288,-80.185654,210.731415,177.006546,18.809372,163.974289,-4.637074,4.451373,167.542786,-1.440161,,,,,,,,,,,,,,,,,,,,,
87,1.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1.466667,5.440682,42.243229,-10.170511,-15.215556,161.140900,-7.628653,-0.350960,0.107733,0.182117,-2.643666,156.757294,175.580032,172.556808,16.286766,164.086548,19.106884,13.948187,-10.483389,-12.497684,163.790314,-11.496586,17.956459,11.448791,-12.871652,-17.646503,163.466476,-6.637759,-82.044769,100.976898,179.970139,21.100746,13.567020,-7.447938,-20.728254,161.909119,-2.982798,78.711006,211.672043,176.012146,18.294100,16.857853,-11.130459,-10.017915,155.392151,-9.373474,79.958206,102.147987,179.669861,-80.185463,210.732529,177.005814,18.804710,163.977722,-4.657680,4.440532,167.544144,-1.476341,,,,,,,,,,,,,,,,,,,,,
89,1.483333,5.455432,42.244232,-10.171019,-15.215866,161.147964,-7.658734,-0.350332,0.108528,0.182807,-2.643602,156.756409,175.581177,172.556595,16.289688,164.094635,19.104717,13.947826,-10.482134,-12.497798,163.798660,-11.526829,17.954216,11.448564,-12.870452,-17.646786,163.473312,-6.667212,-82.044479,100.974403,179.972672,21.097441,13.565658,-7.446776,-20.728477,161.915039,-3.012587,78.710403,211.672119,176.012756,18.293379,16.858486,-11.129018,-10.018071,155.399216,-9.404784,79.957169,102.149727,179.666092,-80.185272,210.730392,177.008194,18.801039,163.978165,-4.665417,4.435273,167.546432,-1.492459,,,,,,,,,,,,,,,,,,,,,
90,1.500000,5.605206,43.043636,-10.242515,-15.170601,161.143814,-7.617901,-0.352799,0.106931,0.182780,-2.644225,156.756729,175.578384,172.559860,16.289276,164.095413,19.102867,13.948258,-10.481434,-12.497726,163.808792,-11.554039,17.952324,11.449240,-12.869930,-17.588398,163.466324,-6.588386,-82.044365,100.975655,179.969925,21.095837,13.566229,-7.446154,-20.844160,161.983627,-3.332418,78.709793,211.672455,176.009857,18.291227,16.858482,-11.128060,-10.019623,155.409927,-9.432161,79.957932,102.148697,179.669907,-80.186089,210.731125,176.998871,18.798986,163.979706,-4.670793,4.430672,167.549377,-1.505923,,,,,,,,,,-20.844160,161.983627,-3.332418,,,,,,,,,
91,1.516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.533333,5.674799,42.970390,-10.266797,-15.176338,161.163666,-7.670475,-0.351228,0.107509,0.182057,-2.643027,156.756180,175.580902,172.560089,16.311466,164.112122,19.100492,13.948971,-10.478345,-12.497203,163.831467,-11.600846,17.951235,11.450964,-12.867323,-17.594404,163.486267,-6.641813,-82.044167,100.977585,179.968506,21.090939,13.564660,-7.442067,-20.852131,161.999207,-3.385216,78.711708,211.670853,176.013077,18.290096,16.860441,-11.125431,-10.026435,155.430084,-9.483832,79.959557,102.146446,179.672668,-80.184959,210.730713,177.006775,18.790310,163.989044,-4.689884,4.421619,167.557693,-1.533073,,,,,,,,,,-20.852131,161.999207,-3.385216,,,,,,,,,
93,1.550000,5.559577,42.111519,-10.210078,-15.228415,161.185486,-7.763782,-0.351127,0.107284,0.182310,-2.643394,156.756775,175.580383,172.560135,16.316895,164.118439,19.098682,13.948959,-10.476802,-12.498919,163.838501,-11.621428,17.949947,11.451488,-12.865877,-17.659882,163.511246,-6.774585,-82.044693,100.975075,179.972260,21.087971,13.563887,-7.440542,-20.750946,161.950256,-3.129047,78.711090,211.671799,176.012970,18.288811,16.860518,-11.123737,-10.031019,155.436539,-9.507132,79.958519,102.148506,179.669434,-80.185448,210.732391,177.003998,18.784891,163.990356,-4.705673,4.415985,167.559479,-1.548135,,,,,,,,,,,,,,,,,,,,,
94,1.566667,5.575949,42.092995,-10.227813,-15.231972,161.189514,-7.785479,-0.352187,0.107660,0.182362,-2.643158,156.757050,175.580994,172.557617,16.321445,164.123322,19.096693,13.948378,-10.475739,-12.501606,163.842377,-11.641550,17.947943,11.450871,-12.864858,-17.663130,163.515823,-6.796828,-82.045059,100.975075,179.974503,21.085701,13.563026,-7.439162,-20.755692,161.955368,-3.152338,78.711281,211.672165,176.012009,18.287212,16.860336,-11.122945,-10.035649,155.438950,-9.527164,79.960243,102.147278,179.674667,-80.185608,210.732529,177.006378,18.781900,163.987671,-4.722291,4.413427,167.557983,-1.563233,,,,,,,,,,,,,,,,,,,,,
95,1.583333,5.714480,42.922226,-10.314114,-15.188813,161.176819,-7.736422,-0.352984,0.107094,0.182162,-2.643754,156.756668,175.578384,172.557480,16.329941,164.117584,19.095272,13.948224,-10.474418,-12.506459,163.843506,-11.662316,17.946976,11.450334,-12.863609,-17.606087,163.500946,-6.709335,-82.043907,100.977180,179.969284,21.083651,13.563135,-7.437714,-20.865641,162.015305,-3.454614,78.710861,211.671494,176.009460,18.285917,16.860229,-11.121680,-10.040470,155.438690,-9.546131,79.958847,102.147003,179.671097,-80.186104,210.732269,176.999405,18.778709,163.979370,-4.739815,4.410209,167.553406,-1.580763,,,,,,,,,,-20.865641,162.015305,-3.454614,,,,,,,,,
96,1.600000,5.722072,42.911598,-10.344476,-15.193775,161.177811,-7.754611,-0.353385,0.106834,0.182367,-2.644078,156.756439,175.578583,172.556824,16.345566,164.119904,19.093981,13.948050,-10.472548,-12.510382,163.843048,-11.681300,17.946199,11.449910,-12.862020,-17.610258,163.503159,-6.728407,-82.044510,100.976059,179.970551,21.080975,13.562487,-7.435381,-20.870661,162.018646,-3.473228,78.710327,211.671570,176.009644,18.285461,16.860720,-11.119969,-10.047013,155.436096,-9.561354,79.958900,102.148178,179.670670,-80.186638,210.732101,176.998596,18.775923,163.964661,-4.756784,4.406005,167.547379,-1.601380,,,,,,,,,,-20.870661,162.018646,-3.473228,,,,,,,,,
97,1.616667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1.633333,5.740371,42.937973,-10.408295,-15.204731,161.172668,-7.785425,-0.352305,0.107003,0.182359,-2.643514,156.757065,175.581573,172.542419,16.361769,164.148499,19.091208,13.947158,-10.466719,-12.520806,163.834137,-11.716461,17.946573,11.452203,-12.855757,-17.618877,163.500320,-6.758939,-82.044319,100.976875,179.971100,21.075062,13.559280,-7.428995,-20.879442,162.018280,-3.503001,78.710907,211.672165,176.013428,18.282991,16.859287,-11.114985,-10.063674,155.426208,-9.592062,79.958099,102.149246,179.672287,-80.185341,210.731842,177.004761,18.767759,163.931198,-4.799503,4.400709,167.533508,-1.640975,,,,,,,,,,-20.879442,162.018280,-3.503001,,,,,,,,,
99,1.650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.666667,5.746904,42.922028,-10.448065,-15.213678,161.163681,-7.820135,-0.353760,0.108956,0.183401,-2.644801,156.756836,175.578552,172.564743,16.381882,164.140762,19.089188,13.946518,-10.459950,-12.526772,163.821655,-11.752617,17.946505,11.452493,-12.849980,-17.626816,163.492981,-6.795032,-82.045021,100.975166,179.973633,21.069996,13.556001,-7.421919,-20.888372,162.012299,-3.537381,78.708649,211.673431,176.006226,18.282084,16.860252,-11.107443,-10.075886,155.414673,-9.623748,79.958603,102.149666,179.668808,-80.187012,210.730026,177.000656,18.756754,163.911102,-4.819208,4.392976,167.521927,-1.674587,,,,,,,,,,-20.888372,162.012299,-3.537381,,,,,,,,,
101,1.683333,5.759924,42.880203,-10.466657,-15.220576,161.161621,-7.839436,-0.354659,0.107792,0.183221,-2.644013,156.756317,175.580719,172.577057,16.390320,164.140976,19.088467,13.947183,-10.456465,-12.529770,163.817978,-11.769003,17.947206,11.454450,-12.847021,-17.633713,163.491669,-6.816011,-82.043961,100.975243,179.974319,21.067860,13.555082,-7.418285,-20.896114,162.011200,-3.559357,78.709595,211.672668,176.009186,18.281330,16.861191,-11.103537,-10.083354,155.411713,-9.640371,79.958580,102.148880,179.672485,-80.186363,210.729691,177.001068,18.751802,163.902466,-4.821098,4.385619,167.517807,-1.688319,,,,,,,,,,-20.896114,162.011200,-3.559357,,,,,,,,,
102,1.700000,5.736627,42.828781,-10.455590,-15.229562,161.163239,-7.859581,-0.352902,0.109525,0.183130,-2.644116,156.756592,175.581757,172.586990,16.390751,164.139175,19.087372,13.948019,-10.453570,-12.535474,163.817993,-11.786043,17.946661,11.455992,-12.844452,-17.643744,163.493423,-6.838988,-82.045074,100.973938,179.977890,21.066200,13.555098,-7.415594,-20.908030,162.013275,-3.582209,78.709610,211.672791,176.009445,18.280411,16.862242,-11.100079,-10.089866,155.413376,-9.655160,79.958946,102.149055,179.670425,-80.186234,210.730560,177.007416,18.742271,163.898056,-4.825467,4.375959,167.515808,-1.697958,,,,,,,,,,-20.908030,162.013275,-3.582209,,,,,,,,,
103,1.716667,5.594300,41.972557,-10.373096,-15.287365,161.180923,-7.947820,-0.352277,0.108144,0.182534,-2.643063,156.755997,175.582581,172.592239,16.395994,164.141937,19.086733,13.949153,-10.451379,-12.544119,163.822968,-11.802649,17.946522,11.457584,-12.842486,-17.715559,163.513641,-6.967015,-82.044746,100.975021,179.974945,21.064327,13.555102,-7.413410,-20.818306,161.964630,-3.326297,78.711212,211.671356,176.012833,18.280546,16.864058,-11.097594,-10.099420,155.416885,-9.671640,79.959793,102.147987,179.672760,-80.184784,210.730331,177.007111,18.729298,163.902283,-4.832566,4.363267,167.517990,-1.707041,,,,,,,,,,,,,,,,,,,,,
104,1.733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1.750000,5.771930,42.781876,-10.439109,-15.266919,161.177689,-7.912539,-0.352491,0.109552,0.182783,-2.643997,156.755936,175.583298,172.594376,16.480043,164.141495,19.088514,13.955821,-10.446017,-12.570403,163.836990,-11.836022,17.946325,11.459165,-12.839983,-17.682251,163.506744,-6.892074,-82.044342,100.974800,179.976517,21.066080,13.567260,-7.405820,-20.949114,162.022858,-3.635013,78.710052,211.671616,176.011337,18.284630,16.870502,-11.091913,-10.124820,155.429123,-9.707409,79.957848,102.149452,179.669998,-80.186691,210.730408,177.011703,18.702103,163.914185,-4.844719,4.332640,167.526398,-1.724356,,,,,,,,,,-20.949114,162.022858,-3.635013,,,,,,,,,
106,1.766667,5.776427,42.766655,-10.427854,-15.283871,161.181442,-7.927426,-0.352304,0.109564,0.183161,-2.643955,156.756470,175.581543,172.595596,16.480371,164.135773,19.087807,13.956157,-10.444939,-12.586207,163.841980,-11.849689,17.945879,11.459427,-12.838886,-17.699760,163.509995,-6.907140,-82.045059,100.972733,179.979019,21.065531,13.567850,-7.404700,-20.967304,162.026031,-3.651386,78.709732,211.672684,176.009750,18.283432,16.870604,-11.090887,-10.140438,155.433777,-9.722466,79.957802,102.149948,179.666809,-80.185516,210.730453,177.006149,18.685213,163.916428,-4.856253,4.316459,167.527740,-1.732296,,,,,,,,,,-20.967304,162.026031,-3.651386,,,,,,,,,
107,1.783333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1.800000,5.798067,42.734924,-10.420684,-15.316304,161.187363,-7.953226,-0.352206,0.107453,0.182634,-2.643087,156.756241,175.582748,172.588943,16.485867,164.145432,19.086662,13.955540,-10.442801,-12.616375,163.848816,-11.871433,17.945360,11.459314,-12.836547,-17.732847,163.515366,-6.933217,-82.044395,100.974098,179.975983,21.062908,13.566353,-7.402511,-21.002453,162.030563,-3.678608,78.711082,211.671738,176.014038,18.283091,16.870304,-11.088972,-10.170857,155.441406,-9.749222,79.958878,102.150497,179.670044,-80.185455,210.731384,177.005890,18.652803,163.920700,-4.876536,4.281092,167.532379,-1.753408,,,,,,,,,,-21.002453,162.030563,-3.678608,,,,,,,,,
109,1.816667,5.824790,42.716908,-10.425969,-15.332458,161.190842,-7.964704,-0.351617,0.108418,0.182640,-2.643289,156.756851,175.580490,172.583481,16.493034,164.152267,19.087032,13.954905,-10.442086,-12.631652,163.853729,-11.880577,17.946362,11.459094,-12.835733,-17.749081,163.518661,-6.944494,-82.045387,100.975609,179.973221,21.062500,13.565369,-7.401511,-21.018637,162.033112,-3.690648,78.710892,211.672348,176.010986,18.283815,16.869783,-11.088605,-10.187573,155.444931,-9.760785,79.959923,102.150276,179.668381,-80.185410,210.731216,177.006302,18.636005,163.928223,-4.882598,4.265268,167.535645,-1.763260,,,,,,,,,,-21.018637,162.033112,-3.690648,,,,,,,,,
110,1.833333,5.854268,42.727325,-10.428038,-15.348148,161.193619,-7.974914,-0.352125,0.107724,0.182103,-2.643244,156.756592,175.581772,172.582321,16.509029,164.152191,19.086779,13.953422,-10.441416,-12.647613,163.858276,-11.890024,17.946192,11.456943,-12.835439,-17.764566,163.520966,-6.953120,-82.045883,100.975143,179.973526,21.061642,13.564417,-7.400404,-21.033890,162.033646,-3.700900,78.711418,211.671326,176.012772,18.283808,16.868187,-11.088030,-10.204220,155.449081,-9.775048,79.959373,102.148178,179.673721,-80.185509,210.732056,177.010040,18.619154,163.936859,-4.892600,4.249359,167.538971,-1.771927,,,,,,,,,,-21.033890,162.033646,-3.700900,,,,,,,,,
111,1.850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1.866667,5.837731,42.801582,-10.384370,-15.383712,161.197601,-7.991341,-0.354299,0.107388,0.182227,-2.643941,156.756775,175.577621,172.572769,16.511208,164.155731,19.087091,13.951677,-10.441984,-12.690256,163.867538,-11.911756,17.945984,11.454502,-12.835781,-17.800470,163.523056,-6.966037,-82.045204,100.977371,179.970551,21.062473,13.563535,-7.400718,-21.067970,162.035706,-3.716147,78.710625,211.671692,176.007019,18.284443,16.866560,-11.089111,-10.238498,155.455078,-9.796786,79.959389,102.148033,179.670090,-80.186417,210.731842,176.997879,18.585409,163.946457,-4.921401,4.214486,167.545944,-1.792341,,,,,,,,,,-21.067970,162.035706,-3.716147,,,,,,,,,
113,1.883333,5.868081,42.811272,-10.387383,-15.404070,161.198883,-7.999955,-0.354970,0.107932,0.182653,-2.644093,156.756744,175.578125,172.566650,16.511047,164.158844,19.086458,13.950714,-10.443221,-12.710733,163.869476,-11.918670,17.944931,11.453088,-12.836795,-17.820602,163.523880,-6.973086,-82.045212,100.976646,179.971893,21.061485,13.562565,-7.401987,-21.088438,162.036118,-3.724003,78.710060,211.672287,176.006104,18.284266,16.865768,-11.090535,-10.259291,155.458191,-9.810024,79.958031,102.150772,179.668091,-80.185867,210.730743,176.999146,18.567539,163.950684,-4.939598,4.195554,167.548126,-1.806372,,,,,,,,,,-21.088438,162.036118,-3.724003,,,,,,,,,
114,1.900000,5.860710,42.843430,-10.371340,-15.423566,161.200485,-8.008254,-0.351222,0.107713,0.181975,-2.643580,156.756851,175.581223,172.589447,16.427633,164.142670,19.085798,13.947241,-10.445976,-12.733443,163.871399,-11.926949,17.945164,11.453155,-12.837489,-17.840157,163.524780,-6.979944,-82.045586,100.977791,179.969879,21.058790,13.551474,-7.407666,-21.107340,162.037903,-3.733432,78.711235,211.671402,176.013107,18.284842,16.866219,-11.092075,-10.278323,155.461472,-9.821874,79.959030,102.147850,179.671860,-80.185333,210.731552,177.007248,18.546547,163.960403,-4.965001,4.176106,167.551758,-1.822650,,,,,,,,,,-21.107340,162.037903,-3.733432,,,,,,,,,
115,1.916667,5.870137,42.872044,-10.362006,-15.442734,161.202454,-8.018004,-0.352445,0.109201,0.182469,-2.644089,156.756363,175.579773,172.553482,16.506926,164.159576,19.087006,13.950843,-10.444837,-12.754747,163.874268,-11.936522,17.945194,11.452686,-12.837786,-17.859219,163.526062,-6.987883,-82.045418,100.977371,179.971130,21.062597,13.563609,-7.403591,-21.126158,162.039429,-3.743190,78.710258,211.671585,176.008362,18.284689,16.865641,-11.092798,-10.297215,155.465256,-9.836298,79.958771,102.147614,179.669861,-80.185547,210.729675,177.006775,18.527306,163.970612,-4.993444,4.158348,167.555649,-1.839983,,,,,,,,,,-21.126158,162.039429,-3.743190,,,,,,,,,
116,1.933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1.950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1.983333,5.921885,42.953979,-10.377405,-15.492792,161.214218,-8.069893,-0.353019,0.108287,0.181883,-2.643824,156.756683,175.580521,172.595169,16.473780,164.124374,19.089464,13.944999,-10.447671,-12.809847,163.890213,-11.992926,17.947529,11.446811,-12.840703,-17.907675,163.537201,-7.034613,-82.044533,100.978279,179.970337,21.062214,13.551751,-7.407750,-21.174210,162.049988,-3.790969,78.711067,211.671112,176.009872,18.289604,16.865097,-11.094025,-10.351417,155.477936,-9.898210,79.957733,102.146820,179.672821,-80.185898,210.731750,177.007339,18.480663,163.973709,-5.060309,4.111051,167.559479,-1.899654,,,,,,,,,,-21.174210,162.049988,-3.790969,,,,,,,,,
120,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2.016667,5.776382,42.077888,-10.332006,-15.554879,161.229584,-8.169568,-0.354723,0.107276,0.181617,-2.644425,156.757706,175.579559,172.589340,16.485296,164.135910,19.091398,13.943638,-10.447316,-12.820175,163.887863,-12.020409,17.949373,11.445364,-12.840533,-17.982981,163.556976,-7.175926,-82.045128,100.978889,179.971024,21.063696,13.550255,-7.406795,-21.078148,161.992432,-3.535397,78.710709,211.671783,176.008713,18.292068,16.863955,-11.094109,-10.366013,155.475204,-9.923119,79.954651,102.149818,179.669327,-80.185028,210.733337,176.999847,18.465099,163.964890,-5.096417,4.101252,167.552750,-1.930332,,,,,,,,,,,,,,,,,,,,,
122,2.033333,5.779241,42.079758,-10.345366,-15.559266,161.226913,-8.183042,-0.354511,0.107139,0.181307,-2.643414,156.756607,175.580338,172.585556,16.487186,164.136871,19.091984,13.942419,-10.447487,-12.824284,163.884613,-12.034249,17.949629,11.443700,-12.840655,-17.986925,163.554810,-7.189526,-82.045006,100.977554,179.971405,21.064554,13.549344,-7.406706,-21.082176,161.991196,-3.548676,78.712006,211.670227,176.009888,18.292595,16.862764,-11.094599,-10.371434,155.471436,-9.936279,79.956192,102.147507,179.673477,-80.184235,210.732941,177.003937,18.460789,163.956589,-5.113524,4.098814,167.547318,-1.947254,,,,,,,,,,,,,,,,,,,,,
123,2.050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2.066667,5.780423,42.103104,-10.387130,-15.567075,161.217133,-8.210470,-0.355951,0.107372,0.182201,-2.644018,156.757492,175.579376,172.562180,16.490906,164.164505,19.093622,13.938830,-10.448750,-12.832767,163.872452,-12.064499,17.950811,11.440494,-12.841417,-17.993120,163.546692,-7.216928,-82.044533,100.976906,179.975037,21.066214,13.546832,-7.407985,-21.087473,161.986313,-3.573923,78.710571,211.672394,176.007217,18.294924,16.858011,-11.096386,-10.382393,155.457672,-9.963197,79.956322,102.148651,179.672379,-80.184921,210.732773,176.996887,18.456244,163.932556,-5.146903,4.096884,167.531830,-1.985800,,,,,,,,,,,,,,,,,,,,,
125,2.083333,5.763660,42.119102,-10.390688,-15.571330,161.210815,-8.224902,-0.353410,0.106910,0.181731,-2.643434,156.756302,175.582581,172.557709,16.489214,164.164581,19.095083,13.937829,-10.449247,-12.838294,163.864838,-12.080461,17.951387,11.438575,-12.841792,-17.997051,163.540771,-7.231454,-82.044151,100.976906,179.972595,21.068100,13.546413,-7.408515,-21.090406,161.981659,-3.587054,78.711578,211.670547,176.013504,18.296894,16.857351,-11.096988,-10.387334,155.450577,-9.977084,79.955551,102.148544,179.671860,-80.184006,210.731812,177.004089,18.452517,163.918533,-5.166113,4.093410,167.526428,-2.009320,,,,,,,,,,,,,,,,,,,,,
126,2.100000,5.747629,42.115845,-10.395617,-15.575300,161.204987,-8.240681,-0.352721,0.107177,0.181195,-2.643265,156.756271,175.582916,172.527847,16.492159,164.181915,19.094067,13.934952,-10.450628,-12.842092,163.857880,-12.097395,17.952499,11.437721,-12.842049,-18.000912,163.535431,-7.248140,-82.044601,100.977303,179.973053,21.067884,13.544683,-7.408951,-21.094555,161.977753,-3.603370,78.712288,211.669739,176.014130,18.292667,16.851324,-11.100422,-10.391356,155.443268,-9.990299,79.954926,102.147148,179.671860,-80.183533,210.732437,177.006317,18.447620,163.912811,-5.187452,4.089523,167.522018,-2.029169,,,,,,,,,,,,,,,,,,,,,
127,2.116667,5.753230,42.123207,-10.400569,-15.577377,161.199020,-8.255167,-0.356427,0.108207,0.181864,-2.644436,156.754929,175.580780,172.548508,16.497364,164.172043,19.097122,13.936048,-10.449933,-12.844783,163.852173,-12.112343,17.954121,11.437110,-12.842235,-18.002737,163.529556,-7.262208,-82.045593,100.974586,179.977875,21.069180,13.544342,-7.408848,-21.095970,161.971893,-3.617084,78.710464,211.669342,176.006989,18.299309,16.855652,-11.098240,-10.394028,155.436722,-10.005236,79.955528,102.147255,179.672333,-80.184883,210.730713,177.000549,18.445557,163.913513,-5.203444,4.086943,167.519562,-2.043968,,,,,,,,,,,,,,,,,,,,,
128,2.133333,5.746738,42.101238,-10.398911,-15.577522,161.196014,-8.272458,-0.354508,0.107501,0.181751,-2.644441,156.756882,175.580795,172.544876,16.500710,164.179169,19.098240,13.935211,-10.449394,-12.843482,163.848495,-12.128687,17.955040,11.436089,-12.841624,-18.003222,163.526672,-7.280649,-82.045891,100.977173,179.974121,21.069021,13.542685,-7.408373,-21.097881,161.969421,-3.636565,78.710571,211.671143,176.009827,18.301727,16.855619,-11.097679,-10.393804,155.433609,-10.019917,79.955811,102.147881,179.672623,-80.185410,210.732452,177.002335,18.444181,163.913315,-5.211574,4.084964,167.519302,-2.056593,,,,,,,,,,,,,,,,,,,,,
129,2.150000,5.747645,42.074196,-10.396624,-15.576464,161.193893,-8.291060,-0.355284,0.108128,0.181951,-2.643495,156.756790,175.582245,172.538605,16.501822,164.177765,19.099852,13.935028,-10.449401,-12.840041,163.846130,-12.146211,17.956722,11.435663,-12.841410,-18.002590,163.524551,-7.300299,-82.044273,100.976921,179.974991,21.071167,13.543323,-7.408178,-21.098997,161.967209,-3.657745,78.711342,211.671326,176.009644,18.302769,16.854910,-11.098114,-10.391898,155.431717,-10.036641,79.956482,102.148018,179.674866,-80.184685,210.732025,177.005981,18.444601,163.909668,-5.214066,4.083469,167.517593,-2.064842,,,,,,,,,,,,,,,,,,,,,
130,2.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2.183333,5.757515,42.023457,-10.391014,-15.572153,161.194321,-8.324474,-0.355430,0.108030,0.182241,-2.644024,156.756393,175.581390,172.534149,16.529503,164.183929,19.101974,13.934387,-10.448782,-12.832194,163.846741,-12.175775,17.960075,11.435050,-12.841238,-17.999121,163.524796,-7.335313,-82.043228,100.975510,179.975937,21.071705,13.542830,-7.406727,-21.098787,161.966629,-3.695882,78.710541,211.671356,176.008789,18.305401,16.854216,-11.097889,-10.386276,155.433304,-10.067582,79.956520,102.146873,179.674530,-80.186394,210.732681,177.003082,18.447182,163.911194,-5.210328,4.083025,167.518646,-2.079380,,,,,,,,,,,,,,,,,,,,,
132,2.200000,5.763869,41.999256,-10.383960,-15.570243,161.196411,-8.339554,-0.354605,0.107985,0.182268,-2.643400,156.757019,175.581406,172.523880,16.533884,164.188980,19.102829,13.933585,-10.448664,-12.828918,163.849335,-12.188255,17.960470,11.433493,-12.840849,-17.997747,163.526566,-7.350986,-82.042786,100.977150,179.973648,21.072186,13.542130,-7.406284,-21.098904,161.967545,-3.713187,78.711113,211.671997,176.009659,18.307009,16.853975,-11.098370,-10.383911,155.436462,-10.081678,79.957069,102.147507,179.674057,-80.185539,210.732300,177.004074,18.447525,163.917084,-5.212200,4.081021,167.520828,-2.085364,,,,,,,,,,,,,,,,,,,,,
133,2.216667,5.763076,41.982044,-10.364844,-15.569101,161.197968,-8.352373,-0.352356,0.108072,0.181987,-2.642923,156.756088,175.583481,172.518829,16.548868,164.187469,19.104000,13.933542,-10.448273,-12.826960,163.852341,-12.199992,17.962585,11.433333,-12.840517,-17.997433,163.527374,-7.364102,-82.043495,100.975433,179.975922,21.072624,13.542667,-7.405455,-21.099426,161.966934,-3.727634,78.711884,211.670654,176.013763,18.307991,16.853508,-11.098359,-10.380851,155.439362,-10.093939,79.958138,102.146133,179.674438,-80.183990,210.731964,177.007050,18.446932,163.921066,-5.216569,4.079698,167.522675,-2.091974,,,,,,,,,,,,,,,,,,,,,
134,2.233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
