Format Version,1.22,Take Name,CS1_tran,Capture Frame Rate,240.000000,Export Frame Rate,60.000000,Capture Start Time,2021-04-02 11.20.45.254 AM,Total Frames in Take,1053,Total Exported Frames,264,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
26,0.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.450000,-7.285979,42.902805,0.326774,-13.192322,166.744873,-1.128762,-0.359499,0.099274,0.177108,-2.648716,156.770630,175.578125,176.984665,29.880350,-179.564117,16.306971,14.838780,0.148388,-10.884846,169.363998,-5.313667,15.353234,13.123139,-2.936388,-15.907415,168.811432,-0.318022,-82.040588,101.012405,179.935791,17.297400,13.501586,3.394373,-18.725554,167.223785,3.531495,78.710640,211.678406,176.014099,16.287041,17.910860,-0.015865,-7.275011,161.579269,-2.391881,79.930077,102.162659,179.665039,-80.182823,210.746811,176.982285,19.836536,172.600143,-3.612363,5.520292,176.779404,2.762502,26.994844,67.659492,7.412920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.466667,-7.301798,42.926708,0.339182,-13.193711,166.744354,-1.131910,-0.358172,0.098357,0.176803,-2.647902,156.770538,175.580185,176.982697,29.877228,-179.560913,16.306484,14.839056,0.149694,-10.888325,169.363174,-5.318154,15.352157,13.123183,-2.935091,-15.908670,168.810730,-0.320258,-82.039955,101.013634,179.933975,17.296877,13.501687,3.395759,-18.724970,167.223282,3.530686,78.711739,211.677887,176.018738,16.286886,17.911312,-0.014607,-7.276506,161.579132,-2.396899,79.929886,102.162514,179.665375,-80.181129,210.746475,176.983383,19.835714,172.599045,-3.624356,5.521799,176.777283,2.751720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.483333,-7.317724,42.947319,0.345910,-13.197677,166.744110,-1.135577,-0.356689,0.098973,0.176813,-2.648114,156.769638,175.581329,176.983383,29.877584,-179.559372,16.306675,14.839728,0.150629,-10.893932,169.362198,-5.323186,15.352543,13.124156,-2.934238,-15.912418,168.810547,-0.323335,-82.040642,101.011368,179.937119,17.297169,13.502357,3.396698,-18.727242,167.223755,3.528958,78.711525,211.676971,176.020416,16.286839,17.911743,-0.013594,-7.280541,161.578888,-2.401876,79.929909,102.161957,179.663513,-80.181023,210.745972,176.985413,19.832172,172.600754,-3.645766,5.521855,176.776230,2.738339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.516667,-7.325339,42.989502,0.366097,-13.205978,166.746277,-1.146800,-0.354196,0.098611,0.175759,-2.646519,156.771088,175.583908,176.983795,29.875956,-179.562683,16.306446,14.841204,0.150661,-10.905855,169.365189,-5.335884,15.350914,13.124368,-2.934276,-15.920433,168.812180,-0.332265,-82.040916,101.012993,179.937561,17.298117,13.504889,3.396611,-18.732056,167.224533,3.522004,78.714111,211.676910,176.025909,16.286665,17.913290,-0.013441,-7.289187,161.582153,-2.417970,79.930733,102.160942,179.666382,-80.178986,210.749146,176.992661,19.816376,172.599457,-3.696215,5.519689,176.775772,2.710748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.533333,-7.366349,43.151367,0.446349,-13.199784,166.745346,-1.150830,-0.355793,0.098504,0.176091,-2.646831,156.770782,175.580338,176.979950,29.861532,-179.562088,16.305660,14.841331,0.150183,-10.913668,169.366760,-5.346009,15.350704,13.125489,-2.934297,-15.913187,168.809265,-0.327839,-82.039658,101.013062,179.933350,17.297289,13.504396,3.396125,-18.712458,167.218857,3.534276,78.713493,211.677094,176.020950,16.285753,17.913368,-0.014329,-7.281705,161.585587,-2.442330,79.931091,102.159798,179.667038,-80.179672,210.748505,176.987274,19.815435,172.599442,-3.716183,5.521213,176.774765,2.697223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.550000,-7.382848,43.178066,0.467146,-13.200982,166.745071,-1.160157,-0.355196,0.098145,0.176425,-2.646747,156.770859,175.581924,176.986237,29.860550,-179.571671,16.305170,14.841228,0.149231,-10.917478,169.366776,-5.356575,15.349680,13.124688,-2.935256,-15.914395,168.808487,-0.335902,-82.040504,101.012207,179.934692,17.297157,13.504439,3.395042,-18.711428,167.217636,3.527664,78.713249,211.677643,176.023621,16.285471,17.913805,-0.015182,-7.282462,161.586441,-2.454382,79.929848,102.162949,179.664520,-80.178902,210.747406,176.988907,19.816593,172.599747,-3.731650,5.521820,176.774704,2.682155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.566667,-7.415471,43.172180,0.471101,-13.203284,166.743896,-1.172635,-0.354762,0.099367,0.176379,-2.646365,156.769730,175.584747,176.981918,29.854399,-179.563202,16.305073,14.841779,0.148830,-10.919546,169.363556,-5.370203,15.350330,13.126596,-2.935655,-15.916906,168.807571,-0.349716,-82.039848,101.011566,179.937698,17.296562,13.504163,3.394958,-18.714207,167.218582,3.514412,78.713699,211.676437,176.025131,16.284718,17.913553,-0.015777,-7.284325,161.584991,-2.463567,79.929924,102.162376,179.664322,-80.178490,210.746124,176.994629,19.815495,172.599411,-3.751177,5.520953,176.774368,2.665818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.583333,-7.436882,43.176796,0.473109,-13.205023,166.742523,-1.185342,-0.355777,0.098484,0.176360,-2.646686,156.770157,175.582489,176.984253,29.860209,-179.564331,16.304592,14.841029,0.148030,-10.921674,169.360764,-5.384015,15.349815,13.125541,-2.936562,-15.918608,168.806442,-0.362919,-82.039871,101.011635,179.935837,17.295902,13.503490,3.394060,-18.715563,167.218750,3.501998,78.713379,211.676834,176.023148,16.284599,17.913128,-0.016417,-7.286077,161.583282,-2.474993,79.930344,102.161552,179.666611,-80.179474,210.747192,176.990372,19.813757,172.596634,-3.772199,5.518185,176.771973,2.649331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.616667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.650000,-7.520967,43.185432,0.478866,-13.209945,166.730896,-1.240080,-0.356286,0.097496,0.176158,-2.646629,156.769745,175.583023,176.958496,29.846579,-179.566589,16.303007,14.837739,0.142674,-10.927402,169.343369,-5.442775,15.347878,13.121089,-2.940838,-15.923509,168.795807,-0.420113,-82.039299,101.011086,179.936340,17.294371,13.501036,3.389337,-18.719765,167.213394,3.447466,78.713615,211.676163,176.024597,16.283079,17.909975,-0.023418,-7.291530,161.570145,-2.522916,79.929512,102.160736,179.667999,-80.179741,210.747711,176.988571,19.809023,172.582382,-3.837574,5.512882,176.763611,2.583086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.683333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.716667,-7.379388,43.145042,0.306086,-13.198956,166.719681,-1.280080,-0.358523,0.098459,0.176808,-2.646521,156.769989,175.583649,176.936996,29.834518,-179.586807,16.300840,14.832542,0.135826,-10.906821,169.329102,-5.479458,15.347984,13.116096,-2.946570,-15.909004,168.789948,-0.461939,-82.038742,101.010643,179.939621,17.292845,13.497339,3.383368,-18.712368,167.211777,3.402239,78.713104,211.677338,176.021713,16.278158,17.903263,-0.032167,-7.290464,161.547104,-2.558887,79.929008,102.164078,179.666229,-80.179680,210.746902,176.989365,19.820156,172.563385,-3.883404,5.524882,176.755096,2.534443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.733333,-7.362365,43.129807,0.275880,-13.192781,166.719742,-1.286916,-0.358480,0.097817,0.176751,-2.646005,156.769684,175.582428,176.919830,29.829540,-179.582581,16.299622,14.830894,0.133161,-10.898427,169.328094,-5.485742,15.347009,13.114283,-2.948780,-15.902368,168.791000,-0.469754,-82.038246,101.011314,179.936386,17.291811,13.496436,3.381123,-18.707489,167.214066,3.393647,78.713669,211.676926,176.021439,16.276623,17.901138,-0.035710,-7.285460,161.545059,-2.563697,79.929535,102.163902,179.665756,-80.178879,210.746140,176.986450,19.829386,172.554062,-3.884459,5.535326,176.750916,2.525729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.750000,-7.365967,43.112347,0.251629,-13.187779,166.721313,-1.293818,-0.360984,0.097302,0.177186,-2.647194,156.770416,175.578522,176.912537,29.819445,-179.598740,16.299044,14.830244,0.130158,-10.891293,169.327560,-5.492777,15.347088,13.113332,-2.951166,-15.897091,168.793564,-0.478312,-82.038376,101.010635,179.937607,17.291351,13.496044,3.378635,-18.703953,167.218750,3.384684,78.712051,211.678314,176.015869,16.275051,17.900375,-0.039759,-7.281444,161.544540,-2.566743,79.930183,102.163361,179.665955,-80.181343,210.747864,176.976181,19.838360,172.543915,-3.885907,5.545309,176.748642,2.518564,,,,,,,-8.046627,56.149452,13.508298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.783333,-7.441979,43.153896,0.321956,-13.171479,166.726395,-1.302842,-0.358377,0.096971,0.176574,-2.646626,156.770279,175.583435,176.897797,29.818222,-179.609924,16.295845,14.828144,0.124236,-10.880570,169.332428,-5.504986,15.344718,13.110476,-2.956320,-15.881756,168.796906,-0.486084,-82.039276,101.011429,179.937485,17.287342,13.494163,3.373371,-18.684139,167.221741,3.380021,78.713219,211.677307,176.023743,16.271866,17.898794,-0.047054,-7.261337,161.553757,-2.578837,79.929031,102.163055,179.669281,-80.179115,210.747192,176.985626,19.854572,172.535049,-3.889608,5.563192,176.745056,2.510768,,,,,,,-13.890526,55.396748,13.189178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.800000,-7.412601,43.149403,0.293207,-13.164289,166.728607,-1.305721,-0.356789,0.098564,0.176705,-2.646224,156.769775,175.585587,176.886078,29.814554,-179.614243,16.295063,14.826929,0.122026,-10.871935,169.334534,-5.507136,15.343590,13.108282,-2.958094,-15.873938,168.799927,-0.488951,-82.038414,101.011620,179.937744,17.286882,13.493763,3.371535,-18.677362,167.225082,3.376537,78.713516,211.676956,176.025162,16.270916,17.897583,-0.050056,-7.256031,161.554031,-2.581614,79.928513,102.164017,179.666229,-80.178947,210.745789,176.994415,19.865231,172.539383,-3.892761,5.572288,176.745087,2.508610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.816667,-7.403779,43.160351,0.284167,-13.157598,166.730545,-1.308266,-0.356349,0.098047,0.176429,-2.646372,156.770325,175.583389,176.878067,29.820787,-179.611771,16.295515,14.826402,0.120230,-10.865615,169.336349,-5.509962,15.344709,13.107842,-2.959970,-15.866815,168.802216,-0.490928,-82.039833,101.011726,179.936218,17.287037,13.493544,3.370286,-18.669783,167.227585,3.374976,78.713600,211.677124,176.024109,16.271158,17.896803,-0.052327,-7.250567,161.555176,-2.585214,79.929008,102.163612,179.665131,-80.178223,210.746887,176.989426,19.873238,172.539673,-3.898585,5.582342,176.743607,2.505028,,,,,,,,,,27.141598,67.640228,7.297573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.833333,-7.404394,43.115810,0.265068,-13.155370,166.735367,-1.313141,-0.358420,0.098713,0.177102,-2.647225,156.770569,175.581772,176.878540,29.828291,-179.609390,16.296133,14.825273,0.120536,-10.859649,169.339844,-5.513618,15.346384,13.107395,-2.959737,-15.864949,168.807602,-0.498470,-82.039032,101.013184,179.935791,17.286774,13.491991,3.370594,-18.671240,167.234283,3.365560,78.712120,211.678345,176.019577,16.271513,17.895359,-0.051914,-7.248675,161.558777,-2.583474,79.929100,102.164627,179.664139,-80.179718,210.745575,176.985413,19.880367,172.530624,-3.909057,5.591092,176.739853,2.502447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.883333,-7.326970,43.261383,0.262953,-13.117351,166.743729,-1.319596,-0.354364,0.096607,0.176967,-2.647568,156.771713,175.581909,176.895920,29.871498,-179.635010,16.299681,14.824419,0.120909,-10.831285,169.352966,-5.522380,15.347936,13.102165,-2.960672,-15.824139,168.815842,-0.495363,-82.039680,101.012505,179.931641,17.290840,13.493308,3.371455,-18.621254,167.238388,3.373628,78.711884,211.679260,176.026581,16.276306,17.896458,-0.050921,-7.214271,161.567017,-2.613097,79.927391,102.166473,179.660843,-80.179764,210.747574,176.985641,19.912319,172.505814,-3.922963,5.627908,176.731277,2.497810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.900000,-7.273539,43.222271,0.213772,-13.106216,166.748581,-1.330084,-0.353034,0.097043,0.176944,-2.647201,156.771896,175.584274,176.892670,29.879974,-179.626663,16.301088,14.824568,0.121638,-10.815578,169.358047,-5.530238,15.349409,13.102306,-2.960135,-15.812522,168.821854,-0.507185,-82.039772,101.013206,179.932739,17.291462,13.493193,3.372328,-18.613403,167.244568,3.359146,78.712280,211.679413,176.029617,16.278347,17.896791,-0.050144,-7.204859,161.569183,-2.620864,79.928314,102.165810,179.662704,-80.179031,210.747177,176.989563,19.928316,172.509140,-3.924322,5.641902,176.729034,2.495933,,,,,,,,,,27.139620,67.639664,7.296652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.916667,-7.240627,43.189594,0.174704,-13.096107,166.752563,-1.342374,-0.355031,0.097761,0.176385,-2.647466,156.771729,175.582352,176.884750,29.893190,-179.617096,16.301928,14.824282,0.122027,-10.801733,169.361526,-5.540808,15.350993,13.102193,-2.959862,-15.802055,168.826874,-0.520953,-82.039375,101.013924,179.932541,17.291683,13.493288,3.372907,-18.606033,167.250366,3.343446,78.712563,211.678452,176.024765,16.279142,17.896042,-0.049849,-7.196291,161.570755,-2.629870,79.927315,102.165047,179.661743,-80.180183,210.748764,176.989029,19.942209,172.501068,-3.926915,5.654936,176.727554,2.489924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.950000,-7.207703,43.124512,0.119894,-13.076698,166.756531,-1.370423,-0.355047,0.098993,0.177432,-2.648333,156.770477,175.582016,176.884949,29.894058,-179.615219,16.303532,14.825203,0.122461,-10.775793,169.363892,-5.566273,15.351897,13.102539,-2.959414,-15.782502,168.832413,-0.552453,-82.039253,101.012131,179.934052,17.293428,13.494405,3.373124,-18.592039,167.257721,3.308662,78.710693,211.678665,176.022644,16.281399,17.897398,-0.049263,-7.179070,161.571274,-2.649510,79.926651,102.166573,179.656219,-80.180862,210.745193,176.987396,19.962887,172.484619,-3.945082,5.680497,176.722824,2.465612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.983333,-7.223434,43.079849,0.079131,-13.061794,166.757095,-1.399576,-0.355581,0.100027,0.177158,-2.648780,156.770905,175.582047,176.893173,29.897388,-179.610413,16.303879,14.825666,0.124957,-10.756282,169.360306,-5.595477,15.351621,13.103160,-2.957556,-15.767416,168.834717,-0.585456,-82.040695,101.010574,179.937790,17.293945,13.494486,3.375680,-18.580845,167.264145,3.274498,78.710541,211.678726,176.020691,16.282007,17.897940,-0.046199,-7.165538,161.568298,-2.669525,79.925934,102.165962,179.657608,-80.181320,210.746948,176.991028,19.984102,172.481400,-3.966266,5.700892,176.719711,2.434564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.000000,-7.245311,43.057652,0.064937,-13.055648,166.753937,-1.414316,-0.357212,0.098325,0.177237,-2.649211,156.770798,175.580292,176.900742,29.899006,-179.610168,16.304712,14.826234,0.126178,-10.748087,169.354538,-5.610712,15.352572,13.104114,-2.956469,-15.761330,168.832367,-0.602442,-82.040771,101.012077,179.935379,17.294426,13.494454,3.376602,-18.576534,167.264282,3.257231,78.709999,211.678741,176.019806,16.283127,17.898735,-0.044537,-7.159391,161.563721,-2.679151,79.927551,102.165245,179.660278,-80.182457,210.746643,176.982452,19.991592,172.471756,-3.975970,5.708603,176.716629,2.418947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1.016667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1.033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1.050000,-7.367880,43.053650,0.090229,-13.043745,166.739594,-1.458749,-0.356535,0.097950,0.176971,-2.648512,156.769836,175.582245,176.909775,29.892206,-179.611420,16.304995,14.826551,0.126637,-10.736920,169.333237,-5.659851,15.352435,13.104863,-2.956259,-15.750133,168.818619,-0.650771,-82.039299,101.013336,179.932587,17.295357,13.494470,3.376867,-18.564930,167.256714,3.211699,78.710960,211.677414,176.022934,16.283106,17.898878,-0.043631,-7.145370,161.549088,-2.714169,79.927155,102.164864,179.661469,-80.181816,210.745163,176.986511,20.006094,172.452576,-4.011029,5.717398,176.706161,2.376139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.066667,-6.983394,43.092560,-0.138811,-13.013105,166.723831,-1.440907,-0.356601,0.098926,0.177172,-2.648255,156.770935,175.580826,176.908234,29.893351,-179.603516,16.305414,14.826701,0.127601,-10.697805,169.306046,-5.610257,15.352580,13.105112,-2.955339,-15.713035,168.807678,-0.623809,-82.039680,101.012756,179.934692,17.295860,13.494741,3.377602,-18.531309,167.238815,3.233299,78.711029,211.678772,176.020065,16.283684,17.898802,-0.042411,-7.137732,161.537857,-2.737558,79.928665,102.165512,179.659943,-80.181541,210.746796,176.985336,20.008486,172.451462,-4.024267,5.717116,176.705582,2.361417,,,,,,,,,,,,,-10.697805,169.306046,-5.610257,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1.083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1.116667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.133333,-7.021510,42.924801,-0.190793,-13.006642,166.715591,-1.505077,-0.357406,0.097368,0.176792,-2.647459,156.772141,175.579865,176.908463,29.868832,-179.556763,16.308044,14.827628,0.132204,-10.680366,169.291992,-5.668449,15.356013,13.110627,-2.950515,-15.708367,168.801300,-0.698723,-82.041069,101.011703,179.934235,17.297796,13.493052,3.380752,-18.538626,167.238220,3.151961,78.712173,211.679459,176.020554,16.286976,17.898426,-0.036519,-7.129415,161.525803,-2.776784,79.928665,102.166214,179.664948,-80.180443,210.748871,176.986740,20.025492,172.419617,-4.035693,5.724221,176.692551,2.317739,,,,,,,,,,,,,-10.680366,169.291992,-5.668449,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1.150000,-7.022539,42.896271,-0.204446,-13.007498,166.713348,-1.517089,-0.357949,0.098548,0.177650,-2.648088,156.770798,175.580627,176.917694,29.881012,-179.553284,16.309700,14.828223,0.133148,-10.679036,169.289139,-5.680460,15.357724,13.111281,-2.949921,-15.709405,168.799500,-0.712504,-82.041046,101.011444,179.936722,17.298204,13.492624,3.381452,-18.541824,167.237442,3.137002,78.710732,211.679337,176.019104,16.289833,17.899933,-0.034979,-7.130041,161.522034,-2.784020,79.928368,102.167999,179.659454,-80.180397,210.744766,176.983612,20.025652,172.419144,-4.039872,5.724015,176.691299,2.306944,,,,,,,,,,,,,-10.679036,169.289139,-5.680460,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.166667,-7.038639,42.885288,-0.195477,-13.009122,166.711029,-1.527193,-0.358773,0.097433,0.177534,-2.647563,156.770508,175.580948,176.935745,29.928253,-179.573837,16.308809,14.824920,0.133601,-10.680820,169.286972,-5.690986,15.354720,13.103768,-2.951111,-15.711456,168.796951,-0.723448,-82.039917,101.011574,179.935120,17.298502,13.492144,3.382332,-18.544340,167.235184,3.125830,78.711372,211.678894,176.020233,16.289265,17.897522,-0.033545,-7.130617,161.519592,-2.791220,79.928505,102.166916,179.662613,-80.180267,210.745102,176.982117,20.024088,172.417679,-4.045093,5.723075,176.691528,2.297658,,,,,,,,,,,,,-10.680820,169.286972,-5.690986,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1.183333,-7.060429,42.871952,-0.169643,-13.012207,166.708725,-1.538504,-0.357624,0.097781,0.177267,-2.647162,156.771164,175.581772,176.931046,29.929882,-179.570175,16.310696,14.824920,0.134383,-10.684364,169.285553,-5.702334,15.356927,13.103984,-2.950399,-15.715437,168.793732,-0.735427,-82.040710,101.011909,179.935501,17.300547,13.492504,3.383305,-18.548496,167.231232,3.113427,78.712013,211.679169,176.021652,16.290873,17.897125,-0.032906,-7.131472,161.518860,-2.800578,79.928841,102.168396,179.662033,-80.180321,210.746140,176.988174,20.020243,172.419205,-4.052419,5.719510,176.692932,2.287823,,,,,,,,,,,,,-10.684364,169.285553,-5.702334,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.200000,-7.072265,42.868931,-0.158748,-13.015099,166.706818,-1.548245,-0.357381,0.098098,0.177288,-2.646932,156.771591,175.581024,176.935684,29.947889,-179.567871,16.311783,14.824093,0.134813,-10.687704,169.283813,-5.712485,15.358374,13.102993,-2.950474,-15.718659,168.791504,-0.745425,-82.040077,101.012482,179.934662,17.300091,13.490862,3.384034,-18.551628,167.228897,3.103450,78.712227,211.679596,176.020691,16.292768,17.896946,-0.032224,-7.133541,161.517410,-2.809221,79.929230,102.167938,179.661697,-80.179863,210.746521,176.987274,20.015759,172.427322,-4.062968,5.713680,176.696198,2.279240,,,,,,,,,,,,,-10.687704,169.283813,-5.712485,27.148258,67.648491,7.378267,,,,,,,,,,,,,,,,,,,,,,,,
73,1.216667,-7.382533,42.918953,0.036296,-13.034799,166.710327,-1.581665,-0.358165,0.097792,0.177315,-2.646484,156.771622,175.579910,176.929184,29.942297,-179.565323,16.312063,14.823044,0.135091,-10.716823,169.299316,-5.779498,15.358874,13.102187,-2.949835,-15.742338,168.791107,-0.782105,-82.039169,101.012718,179.932953,17.301065,13.490563,3.384089,-18.567072,167.233734,3.074941,78.712662,211.679703,176.019257,16.292091,17.894932,-0.032078,-7.135353,161.516357,-2.818221,79.929184,102.167145,179.662796,-80.179276,210.746216,176.985626,20.010809,172.441605,-4.073060,5.709153,176.700378,2.268791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1.233333,-7.393762,42.903976,0.052133,-13.036503,166.709030,-1.593348,-0.358443,0.097732,0.177213,-2.647556,156.771622,175.577789,176.933441,29.945745,-179.569122,16.312639,14.822733,0.134880,-10.718157,169.298523,-5.790660,15.359505,13.101695,-2.950090,-15.744716,168.789169,-0.794435,-82.041275,101.010773,179.936981,17.301409,13.490079,3.383777,-18.569984,167.231171,3.061963,78.711685,211.679550,176.016953,16.293161,17.895180,-0.032187,-7.135462,161.516434,-2.828610,79.929848,102.166412,179.660416,-80.180374,210.748123,176.978119,20.009039,172.448486,-4.078543,5.704225,176.703568,2.260667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1.250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
