Format Version,1.22,Take Name,BJS2 stand10min,Capture Frame Rate,240.000000,Export Frame Rate,60.000000,Capture Start Time,2020-08-25 03.47.42.947 PM,Total Frames in Take,76769,Total Exported Frames,19193,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 03,RigidBody 03,RigidBody 03,RigidBody 03,RigidBody 03,RigidBody 03
,,"751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,6.430016,-5.897418,5.364106,-1.457925,157.452866,-26.537197,-0.040530,0.865023,0.368871,1.747444,155.792709,174.676361,-10.764740,-25.566343,-5.284314,19.268539,8.355066,-18.995871
1,0.016667,6.424748,-5.878464,5.349869,-1.458879,157.450729,-26.534838,-0.040415,0.867224,0.368763,1.747053,155.793259,174.677200,-10.761924,-25.565046,-5.282809,19.268797,8.355166,-18.995922
2,0.033333,6.412208,-5.855367,5.334268,-1.462834,157.448624,-26.531416,-0.045647,0.865556,0.370055,1.747490,155.790771,174.674576,-10.756845,-25.562939,-5.274970,19.268837,8.355327,-18.996141
3,0.050000,6.403955,-5.822717,5.321641,-1.468429,157.446274,-26.528454,-0.044666,0.864601,0.369833,1.747830,155.790543,174.673996,-10.759720,-25.557308,-5.282403,19.268408,8.355489,-18.996483
4,0.066667,6.391039,-5.790487,5.309654,-1.473531,157.443787,-26.524878,-0.041342,0.864907,0.368890,1.748657,155.791428,174.678268,-10.757968,-25.553862,-5.284263,19.268280,8.355832,-18.996370
5,0.083333,6.385686,-5.778602,5.303193,-1.476917,157.441452,-26.521296,-0.039565,0.864219,0.368551,1.748636,155.791122,174.679672,-10.759314,-25.554985,-5.285776,19.267635,8.355422,-18.996185
6,0.100000,6.386365,-5.765117,5.306754,-1.478839,157.440872,-26.517900,-0.043353,0.863337,0.369061,1.748404,155.791168,174.676727,-10.751758,-25.550220,-5.277865,19.268028,8.355660,-18.996338
7,0.116667,6.391121,-5.762117,5.304233,-1.481369,157.441620,-26.515406,-0.044020,0.864914,0.369134,1.748974,155.790085,174.680923,-10.754989,-25.547831,-5.285662,19.268578,8.355758,-18.996372
8,0.133333,6.398533,-5.763823,5.305340,-1.483325,157.441895,-26.512903,-0.048306,0.863611,0.369543,1.747911,155.789307,174.676575,-10.754379,-25.549141,-5.287097,19.268942,8.356018,-18.996378
9,0.150000,6.393787,-5.768289,5.310736,-1.484959,157.441956,-26.510578,-0.046483,0.863981,0.368667,1.747803,155.790527,174.678421,-10.749141,-25.544756,-5.282695,19.268438,8.355997,-18.996130
10,0.166667,6.390367,-5.779531,5.319587,-1.486352,157.441650,-26.508532,-0.046365,0.864225,0.369103,1.747939,155.791580,174.676331,-10.749480,-25.542122,-5.280468,19.268017,8.355822,-18.996208
11,0.183333,6.388140,-5.785402,5.331754,-1.488374,157.441360,-26.506502,-0.046247,0.864834,0.368815,1.747700,155.790909,174.676529,-10.746410,-25.541550,-5.278467,19.267925,8.355730,-18.996574
12,0.200000,6.388286,-5.790455,5.343240,-1.492474,157.441116,-26.504908,-0.044034,0.863638,0.368816,1.747866,155.790924,174.677429,-10.750945,-25.541470,-5.283985,19.268511,8.355895,-18.996965
13,0.216667,6.383028,-5.788994,5.358088,-1.497619,157.439697,-26.502789,-0.044840,0.864463,0.369215,1.747786,155.790909,174.677826,-10.754930,-25.538471,-5.286042,19.268538,8.355509,-18.997522
14,0.233333,6.374170,-5.782308,5.373736,-1.504236,157.437744,-26.500383,-0.046257,0.866343,0.368901,1.747467,155.790634,174.676971,-10.757927,-25.542938,-5.289771,19.268663,8.354939,-18.997175
15,0.250000,6.362725,-5.774890,5.386309,-1.512050,157.435791,-26.497269,-0.045210,0.866759,0.368657,1.747095,155.791275,174.677689,-10.753164,-25.551039,-5.288771,19.269463,8.354920,-18.996569
16,0.266667,6.352534,-5.762999,5.400404,-1.521457,157.434662,-26.494070,-0.047588,0.866142,0.369332,1.747093,155.790192,174.675827,-10.755347,-25.546263,-5.294679,19.270386,8.355289,-18.996733
17,0.283333,6.343242,-5.753469,5.411168,-1.531515,157.433960,-26.490393,-0.047779,0.865523,0.369308,1.747442,155.790253,174.675491,-10.750416,-25.538633,-5.294363,19.270472,8.355322,-18.997646
18,0.300000,6.343601,-5.745152,5.419110,-1.541119,157.433624,-26.486401,-0.043152,0.866693,0.368966,1.748278,155.790604,174.680481,-10.747287,-25.538147,-5.291779,19.270891,8.355649,-18.997822
19,0.316667,6.342065,-5.742857,5.427989,-1.550618,157.433746,-26.481665,-0.047511,0.865727,0.369451,1.747393,155.790237,174.674301,-10.747610,-25.532236,-5.296214,19.270369,8.355121,-18.997538
20,0.333333,6.345363,-5.732347,5.437498,-1.560786,157.433533,-26.476151,-0.046209,0.866027,0.368779,1.747953,155.790436,174.676788,-10.741011,-25.530821,-5.294183,19.270000,8.354485,-18.997089
21,0.350000,6.342099,-5.725618,5.448411,-1.570060,157.432907,-26.470631,-0.043961,0.866781,0.368879,1.748115,155.790909,174.679108,-10.744239,-25.529915,-5.297173,19.270981,8.355247,-18.997105
22,0.366667,6.342197,-5.721103,5.458493,-1.579026,157.431671,-26.464281,-0.044092,0.865152,0.368790,1.747752,155.791702,174.677536,-10.742248,-25.527733,-5.297811,19.270803,8.354918,-18.997210
23,0.383333,6.339686,-5.725840,5.471027,-1.588492,157.429916,-26.457256,-0.043739,0.865615,0.368783,1.748219,155.791290,174.676804,-10.738201,-25.526648,-5.298225,19.270832,8.354267,-18.997133
24,0.400000,6.342183,-5.728371,5.484667,-1.597771,157.428040,-26.449293,-0.043237,0.866710,0.368360,1.747537,155.791733,174.679123,-10.737723,-25.526815,-5.304254,19.271919,8.354412,-18.996643
25,0.416667,6.333493,-5.729561,5.500901,-1.606395,157.426010,-26.440138,-0.044138,0.865116,0.368975,1.748008,155.792023,174.677521,-10.738089,-25.531279,-5.315649,19.272659,8.354518,-18.996046
26,0.433333,6.327041,-5.729115,5.518503,-1.614778,157.424133,-26.430534,-0.044594,0.865275,0.368865,1.747375,155.791122,174.676819,-10.732668,-25.531183,-5.315612,19.272840,8.354736,-18.995514
27,0.450000,6.322778,-5.725652,5.536500,-1.623061,157.422318,-26.420610,-0.045178,0.865999,0.369144,1.747556,155.790817,174.679214,-10.728070,-25.528776,-5.316181,19.272392,8.354379,-18.995029
28,0.466667,6.321090,-5.724841,5.556633,-1.630605,157.421524,-26.411108,-0.043244,0.864714,0.368838,1.748335,155.791534,174.677963,-10.723849,-25.531145,-5.317836,19.272606,8.354765,-18.994671
29,0.483333,6.308356,-5.725188,5.564944,-1.637921,157.421539,-26.400883,-0.042727,0.865103,0.368968,1.748634,155.791077,174.678452,-10.720740,-25.530430,-5.320248,19.272673,8.354608,-18.994200
30,0.500000,6.304378,-5.726105,5.583605,-1.645364,157.422852,-26.390018,-0.044113,0.863662,0.369490,1.748312,155.790573,174.676468,-10.692111,-25.504681,-5.303018,19.272894,8.353600,-18.994083
31,0.516667,6.311156,-5.730639,5.598444,-1.652430,157.424850,-26.379303,-0.041502,0.864370,0.368853,1.748393,155.791748,174.677032,-10.710907,-25.534868,-5.328767,19.271942,8.354765,-18.992666
32,0.533333,6.318824,-5.728354,5.612269,-1.658838,157.426483,-26.368618,-0.042103,0.864077,0.368554,1.748039,155.792679,174.675629,-10.706903,-25.529154,-5.333488,19.271587,8.354780,-18.991648
33,0.550000,6.326706,-5.730060,5.627533,-1.665753,157.428436,-26.356691,-0.041540,0.862439,0.368284,1.749126,155.792160,174.676407,-10.700203,-25.537029,-5.335560,19.271481,8.354788,-18.990370
34,0.566667,6.341420,-5.737849,5.647563,-1.671394,157.430374,-26.344692,-0.043363,0.863139,0.368870,1.749026,155.791519,174.674194,-10.696048,-25.540178,-5.344089,19.271420,8.354920,-18.989014
35,0.583333,6.349061,-5.737364,5.664776,-1.677330,157.431595,-26.332130,-0.042722,0.862875,0.369267,1.748272,155.790787,174.674316,-10.690008,-25.538448,-5.351945,19.271482,8.355006,-18.987795
36,0.600000,6.349484,-5.737255,5.678695,-1.681873,157.431671,-26.319033,-0.040873,0.864325,0.369211,1.748124,155.791504,174.675430,-10.680109,-25.537981,-5.345562,19.271341,8.355178,-18.986559
37,0.616667,6.331170,-5.728578,5.690397,-1.685404,157.431900,-26.306000,-0.040101,0.863576,0.368952,1.748720,155.791534,174.676254,-10.676395,-25.532946,-5.358688,19.270008,8.355042,-18.985390
38,0.633333,6.309746,-5.728139,5.703579,-1.685739,157.432480,-26.291958,-0.041455,0.864305,0.368792,1.748885,155.790863,174.678116,-10.665606,-25.528131,-5.357456,19.268673,8.355898,-18.983536
39,0.650000,6.304985,-5.732860,5.716602,-1.685406,157.433365,-26.278469,-0.041632,0.864071,0.369257,1.749065,155.790848,174.677963,-10.657169,-25.533602,-5.360355,19.267431,8.356073,-18.981438
40,0.666667,6.308753,-5.740414,5.733617,-1.682664,157.434540,-26.265076,-0.045238,0.862975,0.369156,1.748280,155.790176,174.673325,-10.686545,-25.535721,-5.438124,19.267746,8.355150,-18.979277
41,0.683333,6.318068,-5.762190,5.743860,-1.678071,157.435287,-26.251116,-0.043887,0.863096,0.368874,1.749321,155.790421,174.677307,-10.648719,-25.513483,-5.370731,19.268543,8.358031,-18.975367
42,0.700000,6.330369,-5.779583,5.747375,-1.673410,157.436157,-26.237434,-0.043612,0.863431,0.368828,1.749420,155.790375,174.676208,-10.619458,-25.533039,-5.390414,19.269566,8.359434,-18.971607
43,0.716667,6.334451,-5.796801,5.744316,-1.669041,157.437164,-26.223627,-0.043029,0.863323,0.369500,1.749160,155.790237,174.673874,-10.607561,-25.538252,-5.394632,19.268536,8.360033,-18.968597
44,0.733333,6.335758,-5.803476,5.729479,-1.664912,157.438187,-26.209276,-0.040256,0.863282,0.368756,1.749846,155.791763,174.677963,-10.585940,-25.539497,-5.401346,19.267958,8.360500,-18.965731
45,0.750000,6.324459,-5.801280,5.721310,-1.662888,157.437378,-26.193804,-0.041598,0.864248,0.368979,1.748940,155.790558,174.677216,-10.576539,-25.548075,-5.412175,19.267138,8.359968,-18.962456
46,0.766667,6.302006,-5.792742,5.711747,-1.662133,157.435532,-26.177183,-0.041653,0.863528,0.368729,1.749229,155.790085,174.676743,-10.561856,-25.559217,-5.419456,19.266115,8.359548,-18.958902
47,0.783333,6.291929,-5.775288,5.699622,-1.665701,157.433929,-26.161659,-0.041601,0.863180,0.368607,1.749367,155.791458,174.674576,-10.553360,-25.572472,-5.435733,19.266392,8.359394,-18.954796
48,0.800000,6.292938,-5.747797,5.684443,-1.671698,157.432526,-26.145550,-0.045449,0.863037,0.369575,1.748030,155.790710,174.670959,-10.562342,-25.594711,-5.453390,19.267508,8.361042,-18.949972
49,0.816667,6.289638,-5.708492,5.673814,-1.679263,157.431122,-26.129528,-0.041553,0.864825,0.368711,1.748812,155.791306,174.675903,-10.554437,-25.604948,-5.466407,19.265802,8.360776,-18.946665
50,0.833333,6.278697,-5.669096,5.656966,-1.687187,157.430557,-26.112917,-0.044698,0.863614,0.369073,1.748457,155.790848,174.673050,-10.541721,-25.609226,-5.469715,19.263651,8.360540,-18.943491
51,0.850000,6.276683,-5.637578,5.641150,-1.694691,157.430954,-26.095798,-0.040203,0.864013,0.368712,1.749157,155.790939,174.678177,-10.532273,-25.618561,-5.478523,19.262880,8.360793,-18.940758
52,0.866667,6.282148,-5.614456,5.626871,-1.700416,157.430099,-26.077063,-0.040743,0.864437,0.368813,1.748876,155.790817,174.677460,-10.525853,-25.621988,-5.486189,19.262310,8.360497,-18.938299
53,0.883333,6.277331,-5.598751,5.626342,-1.704081,157.428284,-26.058048,-0.046873,0.862383,0.369428,1.748220,155.789734,174.672791,-10.516358,-25.632330,-5.490829,19.260695,8.359361,-18.936056
54,0.900000,6.266945,-5.582086,5.625961,-1.708424,157.425186,-26.037640,-0.040846,0.865008,0.368574,1.748493,155.790375,174.677887,-10.520782,-25.606480,-5.512291,19.259344,8.360006,-18.933136
55,0.916667,6.257530,-5.556041,5.628082,-1.715334,157.420395,-26.015341,-0.039061,0.864982,0.368717,1.749605,155.790421,174.679276,-10.514054,-25.608183,-5.517974,19.258400,8.359839,-18.931011
56,0.933333,6.238505,-5.524871,5.625099,-1.724302,157.414307,-25.992962,-0.040690,0.863524,0.369095,1.748593,155.790207,174.677826,-10.511415,-25.616465,-5.522693,19.257591,8.359781,-18.929291
57,0.950000,6.205739,-5.486526,5.629328,-1.733043,157.408203,-25.970768,-0.045233,0.864079,0.369178,1.748438,155.790085,174.674881,-10.507571,-25.619534,-5.529196,19.257193,8.359731,-18.928246
58,0.966667,6.172421,-5.444712,5.641804,-1.739796,157.403748,-25.948742,-0.079434,0.924872,0.357504,1.690629,155.793930,174.707611,-10.506614,-25.623224,-5.532363,19.256701,8.360133,-18.927319
59,0.983333,6.165536,-5.415990,5.646808,-1.747060,157.402420,-25.928885,-0.075682,0.917895,0.359364,1.690852,155.788925,174.701065,-10.506932,-25.622192,-5.531552,19.255260,8.360231,-18.926556
60,1.000000,6.173131,-5.391361,5.649021,-1.753665,157.403900,-25.909945,-0.075773,0.918213,0.359860,1.690751,155.789505,174.700485,-10.498064,-25.622726,-5.527110,19.253788,8.360547,-18.925711
61,1.016667,6.184714,-5.362985,5.653374,-1.758120,157.405182,-25.889809,-0.074034,0.919075,0.359637,1.690928,155.790024,174.702118,-10.497758,-25.620289,-5.530596,19.252527,8.359978,-18.924639
62,1.033333,6.199871,-5.352136,5.649928,-1.761100,157.404999,-25.867418,-0.073851,0.917955,0.359550,1.690711,155.789886,174.700851,-10.490662,-25.624435,-5.531583,19.252844,8.360527,-18.923765
63,1.050000,6.202330,-5.340496,5.635559,-1.763219,157.403397,-25.841518,-0.075671,0.916300,0.359048,1.690899,155.789978,174.701035,-10.489632,-25.629688,-5.535577,19.252447,8.360046,-18.922688
64,1.066667,6.195445,-5.324465,5.608965,-1.764773,157.402115,-25.814274,-0.074674,0.917523,0.359226,1.691074,155.789764,174.700745,-10.484555,-25.630236,-5.532596,19.251429,8.359594,-18.921997
65,1.083333,6.202355,-5.312636,5.594184,-1.766255,157.404068,-25.785908,-0.071977,0.917878,0.359058,1.691185,155.789764,174.703903,-10.471735,-25.633568,-5.522326,19.251289,8.360405,-18.921556
66,1.100000,6.207920,-5.286827,5.576743,-1.768819,157.410400,-25.757948,-0.072690,0.917907,0.359132,1.691481,155.789902,174.703186,-10.447272,-25.633713,-5.496551,19.251339,8.362305,-18.921112
67,1.116667,6.225091,-5.252962,5.562230,-1.772410,157.420425,-25.733053,-0.074457,0.917874,0.360173,1.690907,155.789215,174.703293,-10.440618,-25.630194,-5.490117,19.249990,8.362514,-18.921036
68,1.133333,6.277868,-5.233041,5.553725,-1.775932,157.431183,-25.709087,-0.076532,0.916915,0.360234,1.690526,155.789856,174.699768,-10.432878,-25.627783,-5.485450,19.249914,8.363845,-18.920139
69,1.150000,6.319949,-5.217611,5.547425,-1.778360,157.440155,-25.686159,-0.074837,0.916862,0.359465,1.691583,155.790253,174.701828,-10.434875,-25.623466,-5.485391,19.248926,8.364052,-18.919561
70,1.166667,6.369275,-5.208979,5.546886,-1.779891,157.447296,-25.664429,-0.072536,0.917410,0.359707,1.692132,155.789886,174.704834,-10.431581,-25.619612,-5.485031,19.248390,8.364205,-18.919104
71,1.183333,6.401806,-5.200293,5.545431,-1.779532,157.451950,-25.642157,-0.077394,0.916949,0.359726,1.691485,155.790405,174.699326,-10.429474,-25.618048,-5.486358,19.247816,8.364649,-18.918665
72,1.200000,6.408983,-5.192238,5.549026,-1.777886,157.454422,-25.620886,-0.074312,0.917695,0.359400,1.691858,155.790390,174.702881,-10.466055,-25.615437,-5.496438,19.247263,8.364818,-18.914597
73,1.216667,6.403665,-5.194576,5.557090,-1.774345,157.453995,-25.597960,-0.075379,0.918039,0.359984,1.691611,155.789322,174.703430,-10.493666,-25.595463,-5.490651,19.247538,8.365757,-18.909733
74,1.233333,6.401705,-5.198766,5.561456,-1.771089,157.453781,-25.577051,-0.076337,0.916092,0.359616,1.691943,155.790451,174.700897,-10.531031,-25.596869,-5.495494,19.246782,8.368310,-18.904833
75,1.250000,6.408438,-5.200942,5.568748,-1.767643,157.453018,-25.556746,-0.072976,0.917209,0.359383,1.692389,155.790344,174.703674,-10.546944,-25.587990,-5.488230,19.245867,8.370754,-18.901398
76,1.266667,6.406629,-5.205968,5.573636,-1.764822,157.451904,-25.535938,-0.072185,0.917534,0.359192,1.691646,155.791748,174.704437,-10.538541,-25.589350,-5.486738,19.245771,8.372187,-18.899736
77,1.283333,6.382778,-5.214683,5.578690,-1.762203,157.449417,-25.515678,-0.073326,0.916881,0.359371,1.692072,155.790894,174.702820,-10.503918,-25.571301,-5.480928,19.246199,8.373739,-18.901007
78,1.300000,6.359843,-5.223673,5.592009,-1.758774,157.445465,-25.495157,-0.074901,0.916505,0.359600,1.691333,155.790207,174.702057,-10.466112,-25.555613,-5.479884,19.247881,8.375885,-18.906317
79,1.316667,6.325324,-5.225502,5.606957,-1.754064,157.440826,-25.474108,-0.071559,0.917368,0.359392,1.691640,155.789368,174.706100,-10.407076,-25.489422,-5.444364,19.254402,8.380604,-18.917982
80,1.333333,6.308197,-5.226214,5.614079,-1.749875,157.437531,-25.454966,-0.073373,0.919150,0.359706,1.690898,155.789505,174.704498,-10.358351,-25.405840,-5.418018,19.263435,8.387476,-18.934673
81,1.350000,6.288526,-5.221469,5.622273,-1.746341,157.435471,-25.436893,-0.075693,0.918291,0.359935,1.689318,155.789749,174.701019,-10.278246,-25.286657,-5.359777,19.270424,8.391000,-18.954962
82,1.366667,6.268619,-5.218790,5.627858,-1.741495,157.434433,-25.419056,-0.072789,0.919248,0.359609,1.690305,155.789368,174.704086,-10.195382,-25.186991,-5.302608,19.275904,8.391927,-18.974663
83,1.383333,6.263382,-5.218365,5.629109,-1.736464,157.433853,-25.401678,-0.072481,0.918645,0.359503,1.690809,155.789230,174.705338,-10.180515,-25.105467,-5.325643,19.285103,8.398327,-18.991846
84,1.400000,6.245422,-5.218211,5.634583,-1.728710,157.434052,-25.383585,-0.075676,0.917525,0.359517,1.690621,155.790405,174.702744,-10.174898,-25.004454,-5.276495,19.290489,8.402074,-19.006111
85,1.416667,6.247731,-5.228097,5.638287,-1.719517,157.434540,-25.366493,-0.074483,0.916444,0.359503,1.691250,155.790451,174.702774,-10.167035,-24.960331,-5.275740,19.294712,8.406715,-19.015572
86,1.433333,6.261250,-5.245414,5.641924,-1.708848,157.435837,-25.349680,-0.072954,0.918330,0.359208,1.691236,155.791138,174.703934,-10.146566,-24.899240,-5.257571,19.297747,8.409746,-19.023851
87,1.450000,6.267033,-5.259914,5.640503,-1.697314,157.436523,-25.332563,-0.073373,0.917941,0.359490,1.690552,155.789703,174.703735,-10.123577,-24.854548,-5.246397,19.298664,8.410549,-19.028503
88,1.466667,6.270244,-5.267116,5.642020,-1.684491,157.436707,-25.314722,-0.072101,0.918962,0.359476,1.691186,155.790573,174.705261,-10.111253,-24.843544,-5.262540,19.298807,8.410126,-19.027281
89,1.483333,6.259755,-5.274671,5.636551,-1.671337,157.435532,-25.296139,-0.075084,0.917292,0.359393,1.690605,155.790512,174.700516,-10.099582,-24.847591,-5.272159,19.298737,8.408643,-19.023075
90,1.500000,6.253886,-5.294167,5.637298,-1.657526,157.434540,-25.276506,-0.074276,0.918708,0.359701,1.690760,155.790573,174.702133,-10.086125,-24.853870,-5.288936,19.298374,8.407086,-19.020102
91,1.516667,6.267783,-5.301751,5.627326,-1.645778,157.435577,-25.259989,-0.071718,0.917319,0.359351,1.691609,155.791168,174.703476,-10.065262,-24.831820,-5.283062,19.298561,8.407094,-19.019983
92,1.533333,6.287286,-5.306549,5.613324,-1.636239,157.438049,-25.244192,-0.073273,0.916389,0.358771,1.691174,155.789932,174.701706,-10.052045,-24.810392,-5.290446,19.298124,8.407381,-19.020290
93,1.550000,6.292613,-5.299769,5.600074,-1.627522,157.441116,-25.229343,-0.073588,0.917939,0.359794,1.690699,155.789337,174.704208,-10.025243,-24.788221,-5.282644,19.298597,8.408108,-19.019545
94,1.566667,6.294672,-5.287369,5.589859,-1.619829,157.443008,-25.214928,-0.072483,0.918456,0.359753,1.691154,155.789673,174.706207,-10.003607,-24.784245,-5.295455,19.298552,8.408054,-19.017809
95,1.583333,6.306148,-5.274129,5.581328,-1.614044,157.443451,-25.200140,-0.070092,0.918812,0.359496,1.691725,155.789536,174.707855,-10.026061,-24.778610,-5.377563,19.301289,8.408112,-19.016254
96,1.600000,6.314173,-5.271059,5.586854,-1.606350,157.441788,-25.184515,-0.071056,0.917535,0.359438,1.691487,155.790070,174.704605,-9.941379,-24.775534,-5.318361,19.303085,8.411034,-19.014204
97,1.616667,6.324664,-5.265192,5.594485,-1.599030,157.438507,-25.170227,-0.071933,0.917398,0.359456,1.690886,155.791504,174.703049,-9.917686,-24.755327,-5.316710,19.304752,8.411770,-19.013706
98,1.633333,6.323793,-5.268765,5.595394,-1.589474,157.433655,-25.154942,-0.074107,0.917974,0.359526,1.690271,155.789917,174.701218,-9.893286,-24.734068,-5.320188,19.305952,8.413221,-19.013855
99,1.650000,6.337913,-5.276877,5.602459,-1.577442,157.427795,-25.138458,-0.075025,0.917975,0.359532,1.690428,155.790573,174.699539,-9.866650,-24.712811,-5.320309,19.306759,8.413951,-19.013342
100,1.666667,6.339877,-5.285590,5.610157,-1.560431,157.420959,-25.119007,-0.072656,0.918729,0.359334,1.690903,155.790466,174.703033,-9.846749,-24.694979,-5.325795,19.307682,8.414465,-19.012541
101,1.683333,6.334893,-5.307547,5.627676,-1.541023,157.415085,-25.097803,-0.072931,0.917761,0.358981,1.689972,155.792160,174.701340,-9.825653,-24.670774,-5.330113,19.310009,8.415510,-19.013050
102,1.700000,6.318363,-5.338759,5.638055,-1.519364,157.410217,-25.073580,-0.072976,0.917974,0.359327,1.689913,155.792160,174.701279,-9.797595,-24.644880,-5.332723,19.312241,8.416077,-19.013430
103,1.716667,6.321783,-5.362828,5.634319,-1.497553,157.406677,-25.048424,-0.070924,0.917476,0.358742,1.690609,155.792740,174.701981,-9.771082,-24.608093,-5.333680,19.316116,8.416754,-19.015329
104,1.733333,6.325498,-5.390866,5.622795,-1.475240,157.405228,-25.021580,-0.073215,0.917603,0.359489,1.690530,155.790848,174.701813,-9.753054,-24.584845,-5.353670,19.321520,8.417337,-19.017673
105,1.750000,6.295921,-5.418082,5.610363,-1.450394,157.404358,-24.990803,-0.071918,0.919159,0.359653,1.690491,155.789505,174.705139,-9.718999,-24.554056,-5.362397,19.327957,8.417272,-19.019337
106,1.766667,6.311633,-5.438937,5.596861,-1.429363,157.405273,-24.959682,-0.072178,0.919147,0.359017,1.690282,155.791840,174.701721,-9.691893,-24.534222,-5.378059,19.334553,8.416930,-19.020248
107,1.783333,6.328449,-5.455343,5.572070,-1.410405,157.408600,-24.926790,-0.071842,0.918656,0.359257,1.690871,155.790787,174.703964,-9.672391,-24.515404,-5.398225,19.342030,8.417373,-19.020529
108,1.800000,6.326775,-5.453179,5.565237,-1.393389,157.416061,-24.894463,-0.072387,0.918721,0.359408,1.690471,155.791779,174.701355,-9.651837,-24.490005,-5.410866,19.348072,8.417397,-19.021324
109,1.816667,6.355689,-5.430952,5.549376,-1.382656,157.428009,-24.864813,-0.073015,0.917735,0.359231,1.690973,155.791290,174.702255,-9.632190,-24.475782,-5.423011,19.352665,8.417166,-19.022108
110,1.833333,6.393649,-5.404289,5.529059,-1.374489,157.441666,-24.837008,-0.072849,0.918068,0.359423,1.690246,155.790604,174.702103,-9.602141,-24.446831,-5.420085,19.357843,8.418799,-19.024811
111,1.850000,6.434942,-5.375120,5.516073,-1.369237,157.454437,-24.809311,-0.075213,0.918304,0.359707,1.689863,155.790466,174.700256,-9.584874,-24.410387,-5.417294,19.360706,8.419291,-19.028114
112,1.866667,6.450245,-5.345436,5.515535,-1.363429,157.463364,-24.779551,-0.073620,0.916929,0.359286,1.690013,155.791504,174.698669,-9.567232,-24.389965,-5.423256,19.362350,8.419498,-19.029247
113,1.883333,6.455464,-5.308854,5.507810,-1.357131,157.468384,-24.752203,-0.074201,0.916469,0.359339,1.690276,155.792389,174.698776,-9.560983,-24.400112,-5.440454,19.363228,8.418656,-19.026466
114,1.900000,6.462975,-5.280637,5.499620,-1.349024,157.470032,-24.727663,-0.078722,0.916304,0.359801,1.689372,155.791748,174.695633,-9.558331,-24.412342,-5.456522,19.363625,8.417810,-19.022999
115,1.916667,6.454217,-5.273374,5.496906,-1.339774,157.469040,-24.705528,-0.075682,0.914896,0.359755,1.690246,155.791687,174.698868,-9.549929,-24.418558,-5.464904,19.363878,8.417829,-19.021595
116,1.933333,6.429688,-5.282297,5.506173,-1.325872,157.464783,-24.683575,-0.073673,0.917292,0.359399,1.691380,155.791245,174.703278,-9.543536,-24.414869,-5.469794,19.363947,8.417457,-19.021173
117,1.950000,6.406356,-5.292949,5.521611,-1.309742,157.456833,-24.662575,-0.071667,0.918150,0.359720,1.691537,155.790482,174.705078,-9.534318,-24.419605,-5.474617,19.363823,8.417479,-19.020100
118,1.966667,6.379633,-5.305264,5.539196,-1.293361,157.448090,-24.644617,-0.073491,0.917519,0.359526,1.691156,155.791260,174.702148,-9.529721,-24.419012,-5.490052,19.363165,8.417549,-19.018286
119,1.983333,6.351845,-5.332792,5.549361,-1.276625,157.437958,-24.627285,-0.076694,0.917849,0.359594,1.690312,155.791412,174.698517,-9.515799,-24.413103,-5.498434,19.361704,8.417649,-19.015842
120,2.000000,6.300796,-5.358946,5.572103,-1.257418,157.426971,-24.609489,-0.076940,0.917451,0.359670,1.690150,155.791061,174.700241,-9.496299,-24.414799,-5.510298,19.360096,8.417203,-19.012932
121,2.016667,6.262241,-5.381519,5.595530,-1.240184,157.416458,-24.593554,-0.077278,0.917191,0.360112,1.690466,155.789642,174.698685,-9.466127,-24.396921,-5.519329,19.360332,8.417710,-19.008108
122,2.033333,6.222716,-5.407577,5.610544,-1.224613,157.407043,-24.578724,-0.075916,0.918833,0.359728,1.689869,155.789459,174.701370,-9.437894,-24.404461,-5.543360,19.358791,8.417669,-19.002090
123,2.050000,6.204455,-5.430722,5.633874,-1.207988,157.398453,-24.563335,-0.076510,0.918660,0.360019,1.690783,155.789902,174.700394,-9.393670,-24.402565,-5.562954,19.356245,8.417522,-18.994768
