Format Version,1.22,Take Name,BRS2 Stand,Capture Frame Rate,240.000000,Export Frame Rate,60.000000,Capture Start Time,2020-08-25 02.36.42.797 PM,Total Frames in Take,77640,Total Exported Frames,19411,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 03,RigidBody 03,RigidBody 03,RigidBody 03,RigidBody 03,RigidBody 03
,,"751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
90,1.500000,13.939413,-5.488409,5.930003,-1.734757,165.062088,-13.870132,-0.082437,0.915362,0.362177,1.689760,155.806702,174.704330,171.014999,28.734449,-166.411011,14.591863,12.931691,-10.490446
91,1.516667,13.943432,-5.486522,5.940318,-1.744269,165.061813,-13.867417,-0.083577,0.916120,0.362507,1.689929,155.806091,174.704987,170.905807,28.806757,-166.331589,14.593387,12.937524,-10.488932
92,1.533333,13.938875,-5.489300,5.947780,-1.750514,165.062302,-13.864239,-0.083158,0.916707,0.362327,1.689950,155.806976,174.702728,171.010956,28.730492,-166.416626,14.591262,12.932041,-10.491365
93,1.550000,13.948521,-5.497237,5.957030,-1.755586,165.064804,-13.862021,-0.083590,0.915484,0.361766,1.690398,155.805908,174.705063,171.005707,28.730108,-166.418671,14.591614,12.932793,-10.492119
94,1.566667,13.960691,-5.511748,5.962715,-1.759202,165.067795,-13.859863,-0.084860,0.915116,0.362221,1.690067,155.806946,174.703888,170.894730,28.800358,-166.341293,14.592843,12.937680,-10.491369
95,1.583333,13.974443,-5.531118,5.971032,-1.762459,165.070801,-13.859113,-0.085784,0.915961,0.362012,1.689778,155.807190,174.701752,170.989685,28.724720,-166.422882,14.591455,12.932925,-10.494728
96,1.600000,13.994809,-5.548750,5.988920,-1.765991,165.074158,-13.859470,-0.083380,0.916668,0.362603,1.689584,155.806152,174.704132,170.978470,28.720682,-166.430801,14.591716,12.932977,-10.496437
97,1.616667,14.005714,-5.554878,6.006575,-1.769316,165.077286,-13.860175,-0.084608,0.915511,0.362331,1.689193,155.806488,174.702530,170.862106,28.791166,-166.349991,14.592974,12.938020,-10.496169
98,1.633333,14.023374,-5.558541,6.024899,-1.774436,165.079712,-13.861461,-0.088065,0.916008,0.362363,1.688940,155.806702,174.701385,170.854309,28.788897,-166.352295,14.593084,12.938045,-10.497585
99,1.650000,14.033529,-5.563143,6.041423,-1.780713,165.081802,-13.863945,-0.088552,0.916631,0.362833,1.688513,155.805954,174.700134,170.844162,28.782681,-166.355652,14.592351,12.937985,-10.498371
100,1.666667,14.050386,-5.560925,6.049910,-1.788262,165.083572,-13.867584,-0.085603,0.916236,0.362697,1.688762,155.806946,174.702438,170.842590,28.782974,-166.357010,14.591916,12.937877,-10.498794
101,1.683333,14.057254,-5.555672,6.060426,-1.795780,165.085251,-13.870851,-0.082783,0.917177,0.362272,1.689450,155.806107,174.705383,170.841858,28.781099,-166.359497,14.592028,12.938801,-10.498977
102,1.700000,14.061662,-5.546926,6.064412,-1.803469,165.087097,-13.874931,-0.085828,0.917184,0.362328,1.689403,155.806458,174.703583,170.842972,28.764351,-166.361816,14.591826,12.939741,-10.499219
103,1.716667,14.073625,-5.540751,6.072399,-1.811202,165.088028,-13.878933,-0.083878,0.917330,0.362487,1.689134,155.806564,174.705215,170.841690,28.756739,-166.361115,14.590238,12.939654,-10.498787
104,1.733333,14.072642,-5.530990,6.073622,-1.818169,165.087036,-13.883389,-0.085308,0.917049,0.363063,1.688665,155.806778,174.704437,170.857040,28.746819,-166.366882,14.590173,12.940915,-10.497919
105,1.750000,14.063254,-5.526151,6.078630,-1.824597,165.085861,-13.887553,-0.082892,0.916682,0.362273,1.689183,155.806946,174.706009,170.866043,28.744684,-166.364548,14.589475,12.941304,-10.496071
106,1.766667,14.058455,-5.516845,6.080981,-1.830246,165.084869,-13.892367,-0.083118,0.916930,0.362140,1.689946,155.807190,174.705597,170.885056,28.741720,-166.361145,14.588194,12.940888,-10.493784
107,1.783333,14.052663,-5.515300,6.078913,-1.835722,165.082413,-13.896487,-0.081715,0.917562,0.362282,1.689772,155.806198,174.706665,170.903214,28.737379,-166.367767,14.587915,12.941437,-10.491638
108,1.800000,14.048020,-5.512223,6.078281,-1.841169,165.080032,-13.901274,-0.084356,0.917024,0.362601,1.689347,155.806488,174.704071,170.917526,28.730932,-166.366196,14.586142,12.940491,-10.488913
