Format Version,1.22,Take Name,BJS2 stand,Capture Frame Rate,240.000000,Export Frame Rate,60.000000,Capture Start Time,2020-08-25 03.26.29.198 PM,Total Frames in Take,82631,Total Exported Frames,20659,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 01,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 02,RigidBody 03,RigidBody 03,RigidBody 03,RigidBody 03,RigidBody 03,RigidBody 03
,,"751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","751B74DC4DA011E942374A447B10C986","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","5CDD43C6912211E942374A447B10D786","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986","900EF9F59C3511E942374A447B10D986"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
79,1.316667,9.394106,1.108324,3.288081,-2.589275,159.223587,-24.827070,-0.076441,0.917049,0.360647,1.692331,155.791336,174.702255,-9.185689,-5.075787,-8.078547,17.177174,8.407166,-22.167894
80,1.333333,9.392278,1.190830,3.282128,-2.613786,159.219620,-24.798246,-0.072085,0.917567,0.359900,1.692954,155.791397,174.704285,-9.175960,-5.079581,-8.083879,17.176386,8.408344,-22.164938
81,1.350000,9.374278,1.269949,3.277296,-2.636813,159.217224,-24.770992,-0.071603,0.917930,0.360007,1.692679,155.791748,174.704712,-9.163505,-5.095192,-8.083880,17.174557,8.409062,-22.161678
82,1.366667,9.368019,1.313648,3.280513,-2.657878,159.216934,-24.747671,-0.077123,0.916160,0.360679,1.692073,155.790741,174.701218,-9.155739,-5.098248,-8.083532,17.172747,8.409677,-22.158628
83,1.383333,9.368419,1.357203,3.288990,-2.678010,159.217422,-24.725122,-0.075700,0.916277,0.360480,1.692670,155.789886,174.702469,-9.151258,-5.096038,-8.081184,17.170324,8.410554,-22.156921
84,1.400000,9.363503,1.397083,3.287682,-2.696664,159.216568,-24.703899,-0.077752,0.916597,0.360691,1.692727,155.790100,174.702072,-9.147921,-5.095385,-8.073482,17.168493,8.412583,-22.156654
85,1.416667,9.353634,1.420103,3.299334,-2.711756,159.213715,-24.684706,-0.075748,0.917924,0.360619,1.692374,155.790436,174.703079,-9.141391,-5.055731,-8.061695,17.166958,8.417370,-22.154936
86,1.433333,9.345395,1.430776,3.300039,-2.725780,159.209000,-24.669279,-0.073541,0.918301,0.360320,1.693247,155.789673,174.704742,-9.140678,-5.050621,-8.055347,17.164013,8.417912,-22.155207
87,1.450000,9.333642,1.435925,3.313565,-2.738435,159.202271,-24.655308,-0.076234,0.916489,0.360225,1.692975,155.790741,174.701416,-9.139050,-5.049404,-8.046821,17.161896,8.418705,-22.155411
88,1.466667,9.315336,1.434966,3.328854,-2.752131,159.193726,-24.640669,-0.078130,0.916960,0.360155,1.692168,155.790894,174.699936,-9.141213,-5.048700,-8.041979,17.159731,8.418904,-22.155252
